,Res_Total,Load Total,Hydro Total,Date,sum_imports,sum_exports
0,435.0,4217.0,0.0,2020-11-13 01:00:00+01:00,800.0,279.0
1,415.0,4155.5,0.0,2020-11-13 02:00:00+01:00,805.0,339.0
2,395.0,4079.5,0.0,2020-11-13 04:00:00+01:00,773.0,339.0
3,375.0,4153.5,0.0,2020-11-13 05:00:00+01:00,878.5,319.0
4,365.0,4538.0,26.0,2020-11-13 06:00:00+01:00,1241.5,299.0
5,460.0,5060.5,41.0,2020-11-13 07:00:00+01:00,1476.0,279.0
6,835.0,5516.0,103.0,2020-11-13 08:00:00+01:00,1401.0,279.0
7,1320.0,5879.0,143.0,2020-11-13 09:00:00+01:00,1296.0,279.0
8,1680.0,6041.0,94.0,2020-11-13 10:00:00+01:00,1318.5,279.0
9,1820.0,6090.0,74.0,2020-11-13 11:00:00+01:00,1276.5,279.0
10,1810.0,6080.5,73.0,2020-11-13 12:00:00+01:00,1203.5,279.0
11,1695.0,6018.5,134.0,2020-11-13 13:00:00+01:00,1176.5,279.0
12,1460.0,5815.5,96.0,2020-11-13 14:00:00+01:00,1186.5,279.0
13,1050.0,5659.5,35.0,2020-11-13 15:00:00+01:00,1178.0,279.0
14,555.0,5588.0,51.0,2020-11-13 16:00:00+01:00,1221.0,279.0
15,360.0,5863.5,123.0,2020-11-13 17:00:00+01:00,1377.5,279.0
16,360.0,6273.0,358.0,2020-11-13 18:00:00+01:00,1525.0,279.0
17,345.0,6258.0,452.0,2020-11-13 19:00:00+01:00,1566.5,279.0
18,330.0,6146.5,426.0,2020-11-13 20:00:00+01:00,1558.5,279.0
19,330.0,5782.5,42.0,2020-11-13 21:00:00+01:00,1574.0,279.0
20,330.0,5200.0,76.0,2020-11-13 22:00:00+01:00,1573.5,279.0
21,320.0,4909.0,76.0,2020-11-13 23:00:00+01:00,1617.5,279.0
22,320.0,4488.5,0.0,2020-11-14 00:00:00+01:00,1380.5,279.0
23,320.0,4322.0,0.0,2020-11-14 01:00:00+01:00,796.5,279.0
24,360.0,4247.5,0.0,2020-11-14 02:00:00+01:00,805.0,339.0
25,385.0,4145.5,0.0,2020-11-14 04:00:00+01:00,772.0,339.0
26,435.0,3997.0,20.0,2020-11-14 05:00:00+01:00,868.5,339.0
27,445.0,4243.0,61.0,2020-11-14 06:00:00+01:00,1234.0,299.0
28,545.0,4476.5,61.0,2020-11-14 07:00:00+01:00,1475.0,279.0
29,980.0,4923.0,110.0,2020-11-14 08:00:00+01:00,1401.5,279.0
30,1550.0,5406.5,150.0,2020-11-14 09:00:00+01:00,1298.5,279.0
31,1960.0,5689.5,163.0,2020-11-14 10:00:00+01:00,1326.0,279.0
32,2130.0,5844.5,210.0,2020-11-14 11:00:00+01:00,1295.0,279.0
33,2190.0,5956.5,180.0,2020-11-14 12:00:00+01:00,1222.5,279.0
34,2130.0,5929.0,91.0,2020-11-14 13:00:00+01:00,1182.0,279.0
35,1910.0,5643.0,61.0,2020-11-14 14:00:00+01:00,1185.5,279.0
36,1480.0,5531.5,35.0,2020-11-14 15:00:00+01:00,1184.0,279.0
37,930.0,5521.0,35.0,2020-11-14 16:00:00+01:00,1229.0,279.0
38,695.0,5802.5,49.0,2020-11-14 17:00:00+01:00,1385.5,279.0
39,680.0,6202.5,133.0,2020-11-14 18:00:00+01:00,1533.0,279.0
40,665.0,6223.0,258.0,2020-11-14 19:00:00+01:00,1571.5,279.0
41,650.0,6135.5,246.0,2020-11-14 20:00:00+01:00,1559.5,279.0
42,670.0,5751.5,171.0,2020-11-14 21:00:00+01:00,1574.0,279.0
43,690.0,5200.0,111.0,2020-11-14 22:00:00+01:00,1573.5,279.0
44,700.0,4879.0,70.0,2020-11-14 23:00:00+01:00,1617.0,279.0
45,720.0,4458.0,0.0,2020-11-15 00:00:00+01:00,1385.5,279.0
46,640.0,4101.5,0.0,2020-11-15 01:00:00+01:00,807.5,279.0
47,650.0,4002.0,0.0,2020-11-15 02:00:00+01:00,813.5,339.0
48,630.0,3871.5,0.0,2020-11-15 04:00:00+01:00,782.0,339.0
49,615.0,3828.5,0.0,2020-11-15 05:00:00+01:00,884.5,319.0
50,590.0,3940.0,26.0,2020-11-15 06:00:00+01:00,1240.5,299.0
51,650.0,4067.0,26.0,2020-11-15 07:00:00+01:00,1468.5,279.0
52,1045.0,4394.5,30.0,2020-11-15 08:00:00+01:00,1395.0,279.0
53,1550.0,4858.0,70.0,2020-11-15 09:00:00+01:00,1301.5,279.0
54,1885.0,5259.5,36.0,2020-11-15 10:00:00+01:00,1333.0,279.0
55,2015.0,5523.0,30.0,2020-11-15 11:00:00+01:00,1295.5,279.0
56,2015.0,5640.5,30.0,2020-11-15 12:00:00+01:00,1216.5,279.0
57,1880.0,5531.0,91.0,2020-11-15 13:00:00+01:00,1176.0,279.0
58,1635.0,5143.0,61.0,2020-11-15 14:00:00+01:00,1178.0,279.0
59,1200.0,5022.5,0.0,2020-11-15 15:00:00+01:00,1174.0,279.0
60,705.0,4921.0,0.0,2020-11-15 16:00:00+01:00,1217.0,279.0
61,485.0,5194.5,173.0,2020-11-15 17:00:00+01:00,1376.5,279.0
62,470.0,5701.5,480.0,2020-11-15 18:00:00+01:00,1528.0,279.0
63,465.0,5945.0,527.0,2020-11-15 19:00:00+01:00,1570.0,279.0
64,435.0,5869.5,508.0,2020-11-15 20:00:00+01:00,1559.0,279.0
65,410.0,5573.5,71.0,2020-11-15 21:00:00+01:00,1573.5,279.0
66,410.0,5164.0,76.0,2020-11-15 22:00:00+01:00,1573.5,279.0
67,400.0,4771.0,50.0,2020-11-15 23:00:00+01:00,1617.0,279.0
68,400.0,4353.0,0.0,2020-11-16 00:00:00+01:00,1381.5,279.0
69,360.0,3996.5,0.0,2020-11-16 01:00:00+01:00,797.5,279.0
70,360.0,3899.0,0.0,2020-11-16 02:00:00+01:00,804.0,339.0
71,360.0,3798.0,0.0,2020-11-16 04:00:00+01:00,772.0,339.0
72,325.0,3907.5,0.0,2020-11-16 05:00:00+01:00,877.5,309.0
73,330.0,4347.5,26.0,2020-11-16 06:00:00+01:00,1237.5,294.0
74,395.0,4973.0,73.0,2020-11-16 07:00:00+01:00,1466.5,279.0
75,785.0,5363.0,123.0,2020-11-16 08:00:00+01:00,1392.0,279.0
76,1325.0,5666.0,143.0,2020-11-16 09:00:00+01:00,1294.0,279.0
77,1715.0,5753.0,109.0,2020-11-16 10:00:00+01:00,1318.5,279.0
78,1880.0,5808.0,89.0,2020-11-16 11:00:00+01:00,1277.0,279.0
79,1915.0,5828.0,89.0,2020-11-16 12:00:00+01:00,1206.5,279.0
80,1800.0,5798.0,150.0,2020-11-16 13:00:00+01:00,1182.0,279.0
81,1525.0,5627.5,118.0,2020-11-16 14:00:00+01:00,1189.0,279.0
82,1055.0,5557.5,35.0,2020-11-16 15:00:00+01:00,1178.5,279.0
83,525.0,5481.0,35.0,2020-11-16 16:00:00+01:00,1217.0,279.0
84,290.0,5802.5,35.0,2020-11-16 17:00:00+01:00,1378.0,279.0
85,290.0,6182.5,118.0,2020-11-16 18:00:00+01:00,1528.5,279.0
86,290.0,6295.0,415.0,2020-11-16 19:00:00+01:00,1569.0,279.0
87,280.0,6228.5,438.0,2020-11-16 20:00:00+01:00,1558.5,279.0
88,270.0,5900.0,327.0,2020-11-16 21:00:00+01:00,1573.5,279.0
89,270.0,5378.5,106.0,2020-11-16 22:00:00+01:00,1574.0,279.0
90,250.0,5030.5,50.0,2020-11-16 23:00:00+01:00,1617.5,279.0
91,240.0,4610.0,0.0,2020-11-17 00:00:00+01:00,1380.5,279.0
92,225.0,4050.0,0.0,2020-11-17 01:00:00+01:00,795.5,279.0
93,225.0,3955.0,0.0,2020-11-17 02:00:00+01:00,801.0,339.0
94,235.0,3875.0,0.0,2020-11-17 04:00:00+01:00,769.5,339.0
95,265.0,3990.0,0.0,2020-11-17 05:00:00+01:00,876.5,309.0
96,295.0,4385.0,26.0,2020-11-17 06:00:00+01:00,1240.5,294.0
97,385.0,4970.0,26.0,2020-11-17 07:00:00+01:00,1471.5,279.0
98,755.0,5360.0,65.0,2020-11-17 08:00:00+01:00,1395.5,279.0
99,1225.0,5600.0,105.0,2020-11-17 09:00:00+01:00,1294.0,279.0
100,1560.0,5715.0,71.0,2020-11-17 10:00:00+01:00,1319.0,279.0
101,1690.0,5780.0,51.0,2020-11-17 11:00:00+01:00,1284.5,279.0
102,1715.0,5820.0,51.0,2020-11-17 12:00:00+01:00,1214.0,279.0
103,1630.0,5790.0,112.0,2020-11-17 13:00:00+01:00,1180.5,279.0
104,1440.0,5600.0,96.0,2020-11-17 14:00:00+01:00,1185.0,279.0
105,1095.0,5535.0,47.0,2020-11-17 15:00:00+01:00,1183.0,279.0
106,715.0,5480.0,55.0,2020-11-17 16:00:00+01:00,1225.5,279.0
107,555.0,5855.0,198.0,2020-11-17 17:00:00+01:00,1383.0,279.0
108,600.0,6240.0,225.0,2020-11-17 18:00:00+01:00,1532.0,279.0
109,635.0,6340.0,330.0,2020-11-17 19:00:00+01:00,1571.0,279.0
110,655.0,6170.0,443.0,2020-11-17 20:00:00+01:00,1559.5,279.0
111,700.0,5820.0,202.0,2020-11-17 21:00:00+01:00,1574.0,279.0
112,750.0,5285.0,76.0,2020-11-17 22:00:00+01:00,1573.0,279.0
113,780.0,4920.0,50.0,2020-11-17 23:00:00+01:00,1616.5,279.0
114,840.0,4505.0,0.0,2020-11-18 00:00:00+01:00,1389.0,279.0
115,895.0,4186.5,162.0,2020-11-18 01:00:00+01:00,822.5,279.0
116,945.0,4096.5,162.0,2020-11-18 02:00:00+01:00,832.0,339.0
117,1030.0,4007.5,82.0,2020-11-18 04:00:00+01:00,806.5,339.0
118,1155.0,4086.0,0.0,2020-11-18 05:00:00+01:00,919.5,339.0
119,1215.0,4507.5,26.0,2020-11-18 06:00:00+01:00,1270.5,309.0
120,1270.0,5070.5,26.0,2020-11-18 07:00:00+01:00,1504.0,279.0
121,1475.0,5491.5,30.0,2020-11-18 08:00:00+01:00,1444.0,279.0
122,1760.0,5819.0,108.0,2020-11-18 09:00:00+01:00,1346.5,279.0
123,1980.0,5953.0,74.0,2020-11-18 10:00:00+01:00,1360.5,289.0
124,2120.0,5987.0,54.0,2020-11-18 11:00:00+01:00,1330.0,294.0
125,2170.0,6002.0,53.0,2020-11-18 12:00:00+01:00,1270.5,299.0
126,2160.0,5962.0,42.0,2020-11-18 13:00:00+01:00,1235.0,299.0
127,2065.0,5785.0,26.0,2020-11-18 14:00:00+01:00,1234.0,299.0
128,1850.0,5754.0,0.0,2020-11-18 15:00:00+01:00,1233.0,299.0
129,1620.0,5744.5,0.0,2020-11-18 16:00:00+01:00,1281.0,299.0
130,1540.0,6146.0,82.0,2020-11-18 17:00:00+01:00,1420.5,304.0
131,1585.0,6559.0,646.0,2020-11-18 18:00:00+01:00,1546.0,309.0
132,1640.0,6618.0,575.0,2020-11-18 19:00:00+01:00,1573.0,314.0
133,1685.0,6398.0,80.0,2020-11-18 20:00:00+01:00,1562.5,319.0
134,1755.0,6053.0,26.0,2020-11-18 21:00:00+01:00,1574.0,324.0
135,1800.0,5486.0,76.0,2020-11-18 22:00:00+01:00,1574.0,329.0
136,1840.0,5107.5,50.0,2020-11-18 23:00:00+01:00,1609.0,329.0
137,1865.0,4687.0,0.0,2020-11-19 00:00:00+01:00,1413.0,339.0
138,2030.0,4258.5,0.0,2020-11-19 01:00:00+01:00,937.5,339.0
139,2075.0,4186.5,0.0,2020-11-19 02:00:00+01:00,949.5,339.0
140,2120.0,4071.5,0.0,2020-11-19 04:00:00+01:00,926.0,339.0
141,2185.0,4143.0,0.0,2020-11-19 05:00:00+01:00,1027.0,339.0
142,2215.0,4543.0,26.0,2020-11-19 06:00:00+01:00,1328.0,339.0
143,2305.0,5040.5,61.0,2020-11-19 07:00:00+01:00,1541.5,339.0
144,2585.0,5534.5,65.0,2020-11-19 08:00:00+01:00,1507.5,339.0
145,3005.0,5955.0,105.0,2020-11-19 09:00:00+01:00,1434.0,339.0
146,3320.0,6225.0,55.0,2020-11-19 10:00:00+01:00,1442.5,339.0
147,3485.0,6345.0,35.0,2020-11-19 11:00:00+01:00,1413.0,339.0
148,3505.0,6395.0,35.0,2020-11-19 12:00:00+01:00,1352.5,339.0
149,3410.0,6325.0,61.0,2020-11-19 13:00:00+01:00,1314.0,339.0
150,3185.0,6109.0,61.0,2020-11-19 14:00:00+01:00,1309.5,339.0
151,2810.0,6066.5,35.0,2020-11-19 15:00:00+01:00,1306.5,339.0
152,2375.0,6014.0,51.0,2020-11-19 16:00:00+01:00,1348.0,339.0
153,2180.0,6310.5,65.0,2020-11-19 17:00:00+01:00,1459.0,339.0
154,2190.0,6802.0,1057.0,2020-11-19 18:00:00+01:00,1554.0,339.0
155,2165.0,6792.0,341.0,2020-11-19 19:00:00+01:00,1569.5,339.0
156,2145.0,6626.0,80.0,2020-11-19 20:00:00+01:00,1563.5,339.0
157,2125.0,6217.0,26.0,2020-11-19 21:00:00+01:00,1574.0,339.0
158,2110.0,5660.5,76.0,2020-11-19 22:00:00+01:00,1573.5,339.0
159,2080.0,5271.0,50.0,2020-11-19 23:00:00+01:00,1609.0,339.0
160,2050.0,4848.0,0.0,2020-11-20 00:00:00+01:00,1415.5,339.0
161,2170.0,4185.0,0.0,2020-11-20 01:00:00+01:00,956.0,339.0
162,2160.0,4085.0,0.0,2020-11-20 02:00:00+01:00,961.5,339.0
163,2150.0,3965.0,0.0,2020-11-20 04:00:00+01:00,928.5,339.0
164,2080.0,4015.0,0.0,2020-11-20 05:00:00+01:00,1013.5,339.0
165,2060.0,4455.0,0.0,2020-11-20 06:00:00+01:00,1323.0,339.0
166,2090.0,5090.0,26.0,2020-11-20 07:00:00+01:00,1530.0,339.0
167,2395.0,5455.0,26.0,2020-11-20 08:00:00+01:00,1480.5,339.0
168,2900.0,5980.0,68.0,2020-11-20 09:00:00+01:00,1399.5,339.0
169,3275.0,6295.0,108.0,2020-11-20 10:00:00+01:00,1425.0,339.0
170,3445.0,6500.0,75.0,2020-11-20 11:00:00+01:00,1391.5,339.0
171,3430.0,6540.0,69.0,2020-11-20 12:00:00+01:00,1314.0,339.0
172,3310.0,6400.0,68.0,2020-11-20 13:00:00+01:00,1266.0,339.0
173,3035.0,6145.0,129.0,2020-11-20 14:00:00+01:00,1271.0,339.0
174,2560.0,6005.0,61.0,2020-11-20 15:00:00+01:00,1271.0,339.0
175,2065.0,5925.0,0.0,2020-11-20 16:00:00+01:00,1314.5,339.0
176,1855.0,6170.0,0.0,2020-11-20 17:00:00+01:00,1441.5,339.0
177,1865.0,6495.0,14.0,2020-11-20 18:00:00+01:00,1551.0,339.0
178,1860.0,6525.0,0.0,2020-11-20 19:00:00+01:00,1571.5,339.0
179,1875.0,6365.0,115.0,2020-11-20 20:00:00+01:00,1562.5,339.0
180,1885.0,5995.0,604.0,2020-11-20 21:00:00+01:00,1574.0,339.0
181,1895.0,5465.0,841.0,2020-11-20 22:00:00+01:00,1573.5,339.0
182,1895.0,5075.0,261.0,2020-11-20 23:00:00+01:00,1609.5,339.0
183,1890.0,4660.0,50.0,2020-11-21 00:00:00+01:00,1412.0,339.0
184,1935.0,4479.5,35.0,2020-11-21 01:00:00+01:00,926.0,339.0
185,1945.0,4396.5,35.0,2020-11-21 02:00:00+01:00,933.5,339.0
186,1955.0,4256.5,35.0,2020-11-21 04:00:00+01:00,904.0,339.0
187,1995.0,4227.5,35.0,2020-11-21 05:00:00+01:00,1004.0,339.0
188,2025.0,4419.0,61.0,2020-11-21 06:00:00+01:00,1319.0,339.0
189,2070.0,4613.0,61.0,2020-11-21 07:00:00+01:00,1535.0,339.0
190,2345.0,5169.0,65.0,2020-11-21 08:00:00+01:00,1493.5,339.0
191,2730.0,5760.0,146.0,2020-11-21 09:00:00+01:00,1422.0,339.0
192,3025.0,6125.0,85.0,2020-11-21 10:00:00+01:00,1443.5,339.0
193,3150.0,6315.5,65.0,2020-11-21 11:00:00+01:00,1410.5,339.0
194,3135.0,6441.0,63.0,2020-11-21 12:00:00+01:00,1338.0,339.0
195,3030.0,6439.5,89.0,2020-11-21 13:00:00+01:00,1295.5,339.0
196,2840.0,6179.0,61.0,2020-11-21 14:00:00+01:00,1295.5,339.0
197,2550.0,6175.5,35.0,2020-11-21 15:00:00+01:00,1298.0,339.0
198,2280.0,6149.5,35.0,2020-11-21 16:00:00+01:00,1345.5,339.0
199,2175.0,6475.5,89.0,2020-11-21 17:00:00+01:00,1459.5,339.0
200,2180.0,6943.5,327.0,2020-11-21 18:00:00+01:00,1554.0,339.0
201,2190.0,6949.0,343.0,2020-11-21 19:00:00+01:00,1569.0,339.0
202,2180.0,6720.5,210.0,2020-11-21 20:00:00+01:00,1563.5,339.0
203,2200.0,6245.5,41.0,2020-11-21 21:00:00+01:00,1574.0,339.0
204,2200.0,5719.0,71.0,2020-11-21 22:00:00+01:00,1573.5,339.0
205,2210.0,5299.5,45.0,2020-11-21 23:00:00+01:00,1607.0,339.0
206,2205.0,4876.5,0.0,2020-11-22 00:00:00+01:00,1421.5,339.0
207,2245.0,4342.5,0.0,2020-11-22 01:00:00+01:00,966.0,339.0
208,2235.0,4247.5,0.0,2020-11-22 02:00:00+01:00,970.0,339.0
209,2225.0,4086.0,0.0,2020-11-22 04:00:00+01:00,940.0,339.0
210,2220.0,4022.5,0.0,2020-11-22 05:00:00+01:00,1030.0,339.0
211,2210.0,4155.0,26.0,2020-11-22 06:00:00+01:00,1329.5,339.0
212,2240.0,4293.0,26.0,2020-11-22 07:00:00+01:00,1537.5,339.0
213,2455.0,4623.5,30.0,2020-11-22 08:00:00+01:00,1498.0,339.0
214,2810.0,5011.5,111.0,2020-11-22 09:00:00+01:00,1428.5,339.0
215,3115.0,5384.5,50.0,2020-11-22 10:00:00+01:00,1446.5,339.0
216,3255.0,5590.5,30.0,2020-11-22 11:00:00+01:00,1410.5,339.0
217,3240.0,5724.5,28.0,2020-11-22 12:00:00+01:00,1334.5,339.0
218,3125.0,5711.0,89.0,2020-11-22 13:00:00+01:00,1290.5,339.0
219,2880.0,5423.0,61.0,2020-11-22 14:00:00+01:00,1285.5,339.0
220,2485.0,5364.0,0.0,2020-11-22 15:00:00+01:00,1275.5,339.0
221,2080.0,5467.0,0.0,2020-11-22 16:00:00+01:00,1316.0,339.0
222,1900.0,5854.0,14.0,2020-11-22 17:00:00+01:00,1441.0,339.0
223,1860.0,6356.0,0.0,2020-11-22 18:00:00+01:00,1551.0,334.0
224,1815.0,6397.0,0.0,2020-11-22 19:00:00+01:00,1571.5,329.0
225,1765.0,6305.0,25.0,2020-11-22 20:00:00+01:00,1562.5,324.0
226,1720.0,6058.0,596.0,2020-11-22 21:00:00+01:00,1574.0,319.0
227,1680.0,5588.5,926.0,2020-11-22 22:00:00+01:00,1573.0,319.0
228,1640.0,5204.5,225.0,2020-11-22 23:00:00+01:00,1613.0,309.0
229,1595.0,4786.0,0.0,2020-11-23 00:00:00+01:00,1402.5,309.0
230,1630.0,4120.0,0.0,2020-11-23 01:00:00+01:00,888.0,309.0
231,1590.0,4025.0,0.0,2020-11-23 02:00:00+01:00,890.0,339.0
232,1545.0,3900.0,0.0,2020-11-23 04:00:00+01:00,854.0,339.0
233,1455.0,4005.0,20.0,2020-11-23 05:00:00+01:00,944.5,339.0
234,1425.0,4455.0,46.0,2020-11-23 06:00:00+01:00,1285.5,314.0
235,1410.0,5045.0,46.0,2020-11-23 07:00:00+01:00,1507.5,284.0
236,1680.0,5615.0,88.0,2020-11-23 08:00:00+01:00,1436.5,279.0
237,2135.0,6005.0,184.0,2020-11-23 09:00:00+01:00,1336.5,279.0
238,2480.0,6140.0,110.0,2020-11-23 10:00:00+01:00,1355.5,279.0
239,2620.0,6200.0,90.0,2020-11-23 11:00:00+01:00,1314.5,279.0
240,2605.0,6220.0,101.0,2020-11-23 12:00:00+01:00,1239.0,279.0
241,2435.0,6155.0,150.0,2020-11-23 13:00:00+01:00,1202.5,279.0
242,2100.0,5895.0,96.0,2020-11-23 14:00:00+01:00,1205.0,279.0
243,1585.0,5825.0,35.0,2020-11-23 15:00:00+01:00,1198.0,279.0
244,1055.0,5835.0,35.0,2020-11-23 16:00:00+01:00,1241.5,279.0
245,810.0,6200.0,35.0,2020-11-23 17:00:00+01:00,1394.0,279.0
246,720.0,6600.0,224.0,2020-11-23 18:00:00+01:00,1535.5,279.0
247,665.0,6690.0,253.0,2020-11-23 19:00:00+01:00,1571.0,279.0
248,610.0,6630.0,553.0,2020-11-23 20:00:00+01:00,1559.0,279.0
249,570.0,6260.0,131.0,2020-11-23 21:00:00+01:00,1574.0,279.0
250,550.0,5675.0,71.0,2020-11-23 22:00:00+01:00,1573.5,279.0
251,550.0,5350.0,45.0,2020-11-23 23:00:00+01:00,1617.0,279.0
252,545.0,4940.0,0.0,2020-11-24 00:00:00+01:00,1383.0,279.0
253,615.0,4493.5,0.0,2020-11-24 01:00:00+01:00,806.0,279.0
254,665.0,4406.5,0.0,2020-11-24 02:00:00+01:00,814.0,339.0
255,725.0,4294.0,0.0,2020-11-24 04:00:00+01:00,786.0,339.0
256,845.0,4373.5,0.0,2020-11-24 05:00:00+01:00,898.5,329.0
257,910.0,4781.0,26.0,2020-11-24 06:00:00+01:00,1260.0,304.0
258,1045.0,5254.5,61.0,2020-11-24 07:00:00+01:00,1495.0,279.0
259,1470.0,5831.0,65.0,2020-11-24 08:00:00+01:00,1428.0,279.0
260,2090.0,6214.0,146.0,2020-11-24 09:00:00+01:00,1333.0,279.0
261,2610.0,6360.0,71.0,2020-11-24 10:00:00+01:00,1366.5,294.0
262,2950.0,6407.5,51.0,2020-11-24 11:00:00+01:00,1341.0,314.0
263,3090.0,6408.0,51.0,2020-11-24 12:00:00+01:00,1283.0,329.0
264,3080.0,6322.0,112.0,2020-11-24 13:00:00+01:00,1261.0,339.0
265,2920.0,6057.0,96.0,2020-11-24 14:00:00+01:00,1277.0,339.0
266,2595.0,6026.0,35.0,2020-11-24 15:00:00+01:00,1282.5,339.0
267,2225.0,6111.5,35.0,2020-11-24 16:00:00+01:00,1335.0,339.0
268,2125.0,6507.5,60.0,2020-11-24 17:00:00+01:00,1456.0,339.0
269,2175.0,6896.5,228.0,2020-11-24 18:00:00+01:00,1554.5,339.0
270,2225.0,6917.0,389.0,2020-11-24 19:00:00+01:00,1569.5,339.0
271,2285.0,6793.0,433.0,2020-11-24 20:00:00+01:00,1563.0,339.0
272,2355.0,6423.0,96.0,2020-11-24 21:00:00+01:00,1574.0,339.0
273,2375.0,5838.5,71.0,2020-11-24 22:00:00+01:00,1573.5,339.0
274,2395.0,5435.0,45.0,2020-11-24 23:00:00+01:00,1605.0,339.0
275,2410.0,5015.0,0.0,2020-11-25 00:00:00+01:00,1427.0,339.0
276,2430.0,4574.0,35.0,2020-11-25 01:00:00+01:00,993.0,339.0
277,2425.0,4483.5,35.0,2020-11-25 02:00:00+01:00,996.0,339.0
278,2410.0,4332.0,35.0,2020-11-25 04:00:00+01:00,967.5,339.0
279,2420.0,4373.0,35.0,2020-11-25 05:00:00+01:00,1057.5,339.0
280,2410.0,4786.0,61.0,2020-11-25 06:00:00+01:00,1343.0,339.0
281,2445.0,5336.5,61.0,2020-11-25 07:00:00+01:00,1544.0,339.0
282,2720.0,5821.0,68.0,2020-11-25 08:00:00+01:00,1508.5,339.0
283,3165.0,6235.5,149.0,2020-11-25 09:00:00+01:00,1440.0,339.0
284,3510.0,6468.5,74.0,2020-11-25 10:00:00+01:00,1451.0,339.0
285,3660.0,6469.5,73.0,2020-11-25 11:00:00+01:00,1413.0,339.0
286,3685.0,6489.0,36.0,2020-11-25 12:00:00+01:00,1344.0,339.0
287,3585.0,6460.0,62.0,2020-11-25 13:00:00+01:00,1316.5,339.0
288,3330.0,6306.5,46.0,2020-11-25 14:00:00+01:00,1322.0,339.0
289,2880.0,6327.0,35.0,2020-11-25 15:00:00+01:00,1312.0,339.0
290,2375.0,6326.0,35.0,2020-11-25 16:00:00+01:00,1349.5,339.0
291,2185.0,6723.0,35.0,2020-11-25 17:00:00+01:00,1460.0,339.0
292,2165.0,7004.0,410.0,2020-11-25 18:00:00+01:00,1554.0,339.0
293,2165.0,7050.0,275.0,2020-11-25 19:00:00+01:00,1569.0,339.0
294,2155.0,6952.5,85.0,2020-11-25 20:00:00+01:00,1563.5,339.0
295,2160.0,6594.5,61.0,2020-11-25 21:00:00+01:00,1574.0,339.0
296,2145.0,5966.5,106.0,2020-11-25 22:00:00+01:00,1573.5,339.0
297,2130.0,5567.5,80.0,2020-11-25 23:00:00+01:00,1609.0,339.0
298,2110.0,5143.5,35.0,2020-11-26 00:00:00+01:00,1415.5,339.0
299,2115.0,4584.5,20.0,2020-11-26 01:00:00+01:00,948.0,339.0
300,2105.0,4504.5,35.0,2020-11-26 02:00:00+01:00,952.5,339.0
301,2095.0,4381.0,35.0,2020-11-26 04:00:00+01:00,921.5,339.0
302,2090.0,4427.0,35.0,2020-11-26 05:00:00+01:00,1015.0,339.0
303,2085.0,4801.5,61.0,2020-11-26 06:00:00+01:00,1325.5,339.0
304,2085.0,5235.0,61.0,2020-11-26 07:00:00+01:00,1535.5,339.0
305,2375.0,5949.0,35.0,2020-11-26 08:00:00+01:00,1482.0,339.0
306,2865.0,6284.5,110.0,2020-11-26 09:00:00+01:00,1396.5,339.0
307,3235.0,6454.5,15.0,2020-11-26 10:00:00+01:00,1407.5,339.0
308,3415.0,6471.5,15.0,2020-11-26 11:00:00+01:00,1376.0,339.0
309,3435.0,6517.0,35.0,2020-11-26 12:00:00+01:00,1311.5,339.0
310,3310.0,6462.5,96.0,2020-11-26 13:00:00+01:00,1285.0,339.0
311,3030.0,6350.0,96.0,2020-11-26 14:00:00+01:00,1286.0,339.0
312,2525.0,6310.0,35.0,2020-11-26 15:00:00+01:00,1274.0,339.0
313,2020.0,6331.0,51.0,2020-11-26 16:00:00+01:00,1312.5,329.0
314,1840.0,6630.5,65.0,2020-11-26 17:00:00+01:00,1442.0,329.0
315,1840.0,6896.5,555.0,2020-11-26 18:00:00+01:00,1551.5,329.0
316,1825.0,6907.0,218.0,2020-11-26 19:00:00+01:00,1571.5,329.0
317,1795.0,6725.5,97.0,2020-11-26 20:00:00+01:00,1563.0,329.0
318,1785.0,6325.5,81.0,2020-11-26 21:00:00+01:00,1574.0,329.0
319,1760.0,5706.5,106.0,2020-11-26 22:00:00+01:00,1573.5,324.0
320,1725.0,5347.5,80.0,2020-11-26 23:00:00+01:00,1612.0,319.0
321,1705.0,4925.0,35.0,2020-11-27 00:00:00+01:00,1404.5,319.0
322,1635.0,4553.5,20.0,2020-11-27 01:00:00+01:00,889.0,309.0
323,1595.0,4457.5,35.0,2020-11-27 02:00:00+01:00,890.5,339.0
324,1555.0,4325.0,35.0,2020-11-27 04:00:00+01:00,855.5,339.0
325,1500.0,4353.0,35.0,2020-11-27 05:00:00+01:00,951.0,339.0
326,1465.0,4750.0,61.0,2020-11-27 06:00:00+01:00,1289.5,314.0
327,1425.0,5285.5,41.0,2020-11-27 07:00:00+01:00,1509.0,289.0
328,1715.0,5886.0,83.0,2020-11-27 08:00:00+01:00,1436.5,279.0
329,2215.0,6344.0,168.0,2020-11-27 09:00:00+01:00,1334.0,279.0
330,2585.0,6493.5,110.0,2020-11-27 10:00:00+01:00,1350.0,279.0
331,2745.0,6519.5,104.0,2020-11-27 11:00:00+01:00,1308.5,279.0
332,2735.0,6534.0,103.0,2020-11-27 12:00:00+01:00,1231.0,279.0
333,2555.0,6465.0,162.0,2020-11-27 13:00:00+01:00,1198.0,279.0
334,2185.0,6195.5,96.0,2020-11-27 14:00:00+01:00,1205.0,279.0
335,1545.0,6227.0,35.0,2020-11-27 15:00:00+01:00,1197.5,279.0
