,Res_Total,Load Total,Hydro Total,Date,sum_imports,sum_exports
2635,1530.0,5922.0,175.0,2021-03-08 15:00:00+01:00,1347.0,347.0
2636,1185.0,5705.0,106.0,2021-03-08 16:00:00+01:00,1447.0,347.0
2637,825.0,5633.0,176.0,2021-03-08 17:00:00+01:00,1457.0,347.0
2638,630.0,6238.0,358.0,2021-03-08 18:00:00+01:00,1447.0,347.0
2639,630.0,6791.0,751.0,2021-03-08 19:00:00+01:00,1372.0,347.0
2640,610.0,6750.5,1259.0,2021-03-08 20:00:00+01:00,1467.0,347.0
2641,610.0,6343.5,686.0,2021-03-08 21:00:00+01:00,1457.0,347.0
2642,580.0,5752.0,436.0,2021-03-08 22:00:00+01:00,1462.0,347.0
2643,550.0,5422.0,306.0,2021-03-08 23:00:00+01:00,1447.0,347.0
2644,520.0,5007.0,0.0,2021-03-09 00:00:00+01:00,1447.0,347.0
2645,490.0,4449.0,0.0,2021-03-09 01:00:00+01:00,527.0,347.0
2646,500.0,4415.0,0.0,2021-03-09 02:00:00+01:00,517.0,347.0
2647,550.0,4292.5,0.0,2021-03-09 04:00:00+01:00,502.0,347.0
2648,735.0,4351.5,126.0,2021-03-09 05:00:00+01:00,557.0,357.0
2649,840.0,4758.0,176.0,2021-03-09 06:00:00+01:00,852.0,347.0
2650,1005.0,5378.5,256.0,2021-03-09 07:00:00+01:00,1262.0,347.0
2651,1285.0,5839.0,256.0,2021-03-09 08:00:00+01:00,1242.0,357.0
2652,1605.0,6189.0,272.0,2021-03-09 09:00:00+01:00,1312.0,357.0
2653,1885.0,6332.5,272.0,2021-03-09 10:00:00+01:00,1387.0,357.0
2654,2030.0,6339.5,270.0,2021-03-09 11:00:00+01:00,1367.0,357.0
2655,2065.0,6339.0,270.0,2021-03-09 12:00:00+01:00,1437.0,357.0
2656,2005.0,6252.0,90.0,2021-03-09 13:00:00+01:00,1432.0,347.0
2657,1870.0,5992.0,166.0,2021-03-09 14:00:00+01:00,1347.0,347.0
2658,1705.0,5918.0,141.0,2021-03-09 15:00:00+01:00,1457.0,347.0
2659,1435.0,5753.0,106.0,2021-03-09 16:00:00+01:00,1477.0,347.0
2660,1100.0,5658.5,176.0,2021-03-09 17:00:00+01:00,1397.0,347.0
2661,915.0,6184.5,316.0,2021-03-09 18:00:00+01:00,1382.0,347.0
2662,910.0,6834.5,937.0,2021-03-09 19:00:00+01:00,1427.0,347.0
2663,920.0,6828.0,1195.0,2021-03-09 20:00:00+01:00,1417.0,347.0
2664,880.0,6423.5,676.0,2021-03-09 21:00:00+01:00,1397.0,347.0
2665,840.0,5841.0,436.0,2021-03-09 22:00:00+01:00,1437.0,347.0
2666,800.0,5478.5,306.0,2021-03-09 23:00:00+01:00,1467.0,347.0
2667,770.0,5066.0,0.0,2021-03-10 00:00:00+01:00,1447.0,347.0
2668,600.0,4472.5,0.0,2021-03-10 01:00:00+01:00,517.0,347.0
2669,575.0,4410.5,0.0,2021-03-10 02:00:00+01:00,517.0,347.0
2670,545.0,4290.5,0.0,2021-03-10 04:00:00+01:00,507.0,347.0
2671,505.0,4355.0,0.0,2021-03-10 05:00:00+01:00,552.0,357.0
2672,485.0,4690.5,0.0,2021-03-10 06:00:00+01:00,877.0,347.0
2673,605.0,5320.0,254.0,2021-03-10 07:00:00+01:00,1237.0,347.0
2674,925.0,5849.0,295.0,2021-03-10 08:00:00+01:00,1122.0,347.0
2675,1335.0,6256.5,311.0,2021-03-10 09:00:00+01:00,1202.0,357.0
2676,1730.0,6388.5,266.0,2021-03-10 10:00:00+01:00,1177.0,357.0
2677,1975.0,6406.5,129.0,2021-03-10 11:00:00+01:00,1157.0,347.0
2678,2115.0,6356.0,179.0,2021-03-10 12:00:00+01:00,1207.0,347.0
2679,2180.0,6248.0,64.0,2021-03-10 13:00:00+01:00,1197.0,347.0
2680,2120.0,5973.0,140.0,2021-03-10 14:00:00+01:00,1157.0,347.0
2681,1970.0,5895.0,115.0,2021-03-10 15:00:00+01:00,1242.0,347.0
2682,1710.0,5707.5,80.0,2021-03-10 16:00:00+01:00,1257.0,347.0
2683,1435.0,5642.5,0.0,2021-03-10 17:00:00+01:00,1197.0,347.0
2684,1290.0,6184.0,436.0,2021-03-10 18:00:00+01:00,1202.0,347.0
2685,1275.0,6706.5,696.0,2021-03-10 19:00:00+01:00,1252.0,347.0
2686,1275.0,6526.5,711.0,2021-03-10 20:00:00+01:00,1207.0,347.0
2687,1305.0,6275.5,356.0,2021-03-10 21:00:00+01:00,1362.0,347.0
2688,1385.0,5739.0,26.0,2021-03-10 22:00:00+01:00,1337.0,347.0
2689,1485.0,5402.0,0.0,2021-03-10 23:00:00+01:00,1347.0,347.0
2690,1570.0,4993.5,0.0,2021-03-11 00:00:00+01:00,1347.0,347.0
2691,1635.0,4591.5,0.0,2021-03-11 01:00:00+01:00,577.0,347.0
2692,1650.0,4530.0,0.0,2021-03-11 02:00:00+01:00,592.0,347.0
2693,1630.0,4417.0,0.0,2021-03-11 04:00:00+01:00,567.0,347.0
2694,1725.0,4452.5,0.0,2021-03-11 05:00:00+01:00,632.0,357.0
2695,1780.0,4817.0,0.0,2021-03-11 06:00:00+01:00,967.0,347.0
2696,1990.0,5470.5,26.0,2021-03-11 07:00:00+01:00,1457.0,347.0
2697,2420.0,6053.5,76.0,2021-03-11 08:00:00+01:00,1347.0,362.0
2698,2970.0,6476.0,252.0,2021-03-11 09:00:00+01:00,1372.0,382.0
2699,3430.0,6750.0,139.0,2021-03-11 10:00:00+01:00,1292.0,397.0
2700,3745.0,6882.5,113.0,2021-03-11 11:00:00+01:00,1277.0,402.0
2701,3905.0,6935.5,64.0,2021-03-11 12:00:00+01:00,1247.0,407.0
2702,3900.0,6853.0,64.0,2021-03-11 13:00:00+01:00,1247.0,407.0
2703,3735.0,6549.0,140.0,2021-03-11 14:00:00+01:00,1157.0,402.0
2704,3465.0,6483.5,115.0,2021-03-11 15:00:00+01:00,1187.0,397.0
2705,3050.0,6303.0,80.0,2021-03-11 16:00:00+01:00,1297.0,397.0
2706,2555.0,6144.0,0.0,2021-03-11 17:00:00+01:00,1262.0,382.0
2707,2175.0,6606.0,96.0,2021-03-11 18:00:00+01:00,1302.0,372.0
2708,1980.0,7094.0,721.0,2021-03-11 19:00:00+01:00,1332.0,352.0
2709,1825.0,7053.0,711.0,2021-03-11 20:00:00+01:00,1287.0,347.0
2710,1625.0,6724.5,466.0,2021-03-11 21:00:00+01:00,1387.0,347.0
2711,1395.0,6135.0,26.0,2021-03-11 22:00:00+01:00,1357.0,347.0
2712,1195.0,5765.5,0.0,2021-03-11 23:00:00+01:00,1357.0,347.0
2713,1005.0,5345.0,0.0,2021-03-12 00:00:00+01:00,1317.0,347.0
2714,895.0,4660.5,0.0,2021-03-12 01:00:00+01:00,507.0,347.0
2715,755.0,4562.0,0.0,2021-03-12 02:00:00+01:00,517.0,347.0
2716,645.0,4443.0,0.0,2021-03-12 04:00:00+01:00,507.0,357.0
2717,560.0,4489.0,0.0,2021-03-12 05:00:00+01:00,557.0,357.0
2718,575.0,4800.0,26.0,2021-03-12 06:00:00+01:00,877.0,347.0
2719,770.0,5390.0,59.0,2021-03-12 07:00:00+01:00,1307.0,347.0
2720,1200.0,6009.5,83.0,2021-03-12 08:00:00+01:00,1232.0,347.0
2721,1715.0,6394.5,260.0,2021-03-12 09:00:00+01:00,1112.0,347.0
2722,2180.0,6574.5,197.0,2021-03-12 10:00:00+01:00,1022.0,347.0
2723,2510.0,6608.5,145.0,2021-03-12 11:00:00+01:00,1047.0,347.0
2724,2690.0,6587.5,160.0,2021-03-12 12:00:00+01:00,1027.0,347.0
2725,2730.0,6494.0,124.0,2021-03-12 13:00:00+01:00,1002.0,347.0
2726,2615.0,6206.5,166.0,2021-03-12 14:00:00+01:00,967.0,347.0
2727,2300.0,6083.0,115.0,2021-03-12 15:00:00+01:00,977.0,347.0
2728,1830.0,5888.0,80.0,2021-03-12 16:00:00+01:00,1047.0,347.0
2729,1320.0,5783.0,0.0,2021-03-12 17:00:00+01:00,1057.0,347.0
2730,1055.0,6229.0,20.0,2021-03-12 18:00:00+01:00,1232.0,347.0
2731,1010.0,6681.5,695.0,2021-03-12 19:00:00+01:00,1257.0,347.0
2732,955.0,6666.5,701.0,2021-03-12 20:00:00+01:00,1277.0,347.0
2733,875.0,6446.5,456.0,2021-03-12 21:00:00+01:00,1377.0,347.0
2734,825.0,5931.5,26.0,2021-03-12 22:00:00+01:00,1347.0,347.0
2735,755.0,5620.5,26.0,2021-03-12 23:00:00+01:00,1312.0,347.0
2736,685.0,5213.5,0.0,2021-03-13 00:00:00+01:00,1347.0,357.0
2737,655.0,4710.0,0.0,2021-03-13 01:00:00+01:00,507.0,357.0
2738,635.0,4639.5,0.0,2021-03-13 02:00:00+01:00,512.0,347.0
2739,630.0,4499.0,0.0,2021-03-13 04:00:00+01:00,507.0,357.0
2740,665.0,4406.0,0.0,2021-03-13 05:00:00+01:00,562.0,347.0
2741,680.0,4523.5,26.0,2021-03-13 06:00:00+01:00,877.0,347.0
2742,920.0,4770.0,26.0,2021-03-13 07:00:00+01:00,1287.0,347.0
2743,1425.0,5300.5,80.0,2021-03-13 08:00:00+01:00,1292.0,347.0
2744,2045.0,5800.5,96.0,2021-03-13 09:00:00+01:00,1102.0,347.0
2745,2595.0,6158.5,146.0,2021-03-13 10:00:00+01:00,1057.0,347.0
2746,2935.0,6338.0,144.0,2021-03-13 11:00:00+01:00,1077.0,347.0
2747,3060.0,6380.0,220.0,2021-03-13 12:00:00+01:00,1017.0,347.0
2748,3010.0,6328.0,220.0,2021-03-13 13:00:00+01:00,1017.0,347.0
2749,2740.0,5945.0,296.0,2021-03-13 14:00:00+01:00,932.0,347.0
2750,2305.0,5793.0,210.0,2021-03-13 15:00:00+01:00,987.0,347.0
2751,1745.0,5610.0,210.0,2021-03-13 16:00:00+01:00,1107.0,347.0
2752,1195.0,5442.5,130.0,2021-03-13 17:00:00+01:00,1132.0,407.0
2753,880.0,5880.5,150.0,2021-03-13 18:00:00+01:00,1382.0,347.0
2754,785.0,6404.0,592.0,2021-03-13 19:00:00+01:00,1267.0,347.0
2755,715.0,6348.5,528.0,2021-03-13 20:00:00+01:00,1307.0,347.0
2756,655.0,6087.5,302.0,2021-03-13 21:00:00+01:00,1372.0,347.0
2757,595.0,5646.5,26.0,2021-03-13 22:00:00+01:00,1352.0,347.0
2758,550.0,5281.0,26.0,2021-03-13 23:00:00+01:00,1252.0,347.0
2759,500.0,4864.0,0.0,2021-03-14 00:00:00+01:00,1247.0,347.0
2760,515.0,4344.5,0.0,2021-03-14 01:00:00+01:00,487.0,347.0
2761,485.0,4247.5,0.0,2021-03-14 02:00:00+01:00,477.0,347.0
2762,465.0,4104.0,0.0,2021-03-14 04:00:00+01:00,487.0,347.0
2763,450.0,4032.0,0.0,2021-03-14 05:00:00+01:00,522.0,347.0
2764,460.0,4083.0,26.0,2021-03-14 06:00:00+01:00,782.0,347.0
2765,640.0,4223.0,26.0,2021-03-14 07:00:00+01:00,1127.0,347.0
2766,1035.0,4598.0,80.0,2021-03-14 08:00:00+01:00,1117.0,347.0
2767,1535.0,5038.0,96.0,2021-03-14 09:00:00+01:00,992.0,347.0
2768,2005.0,5454.0,146.0,2021-03-14 10:00:00+01:00,967.0,357.0
2769,2330.0,5792.0,144.0,2021-03-14 11:00:00+01:00,957.0,347.0
2770,2505.0,5893.0,220.0,2021-03-14 12:00:00+01:00,922.0,347.0
2771,2535.0,5771.0,220.0,2021-03-14 13:00:00+01:00,897.0,347.0
2772,2395.0,5335.0,296.0,2021-03-14 14:00:00+01:00,817.0,347.0
2773,2145.0,5148.0,210.0,2021-03-14 15:00:00+01:00,902.0,347.0
2774,1795.0,4953.5,210.0,2021-03-14 16:00:00+01:00,942.0,347.0
2775,1410.0,4892.0,130.0,2021-03-14 17:00:00+01:00,1062.0,437.0
2776,1200.0,5288.0,150.0,2021-03-14 18:00:00+01:00,1362.0,347.0
2777,1225.0,5873.0,592.0,2021-03-14 19:00:00+01:00,1237.0,347.0
2778,1245.0,6027.0,528.0,2021-03-14 20:00:00+01:00,1332.0,347.0
2779,1285.0,5832.0,302.0,2021-03-14 21:00:00+01:00,1317.0,347.0
2780,1305.0,5432.0,26.0,2021-03-14 22:00:00+01:00,1317.0,347.0
2781,1325.0,5042.5,26.0,2021-03-14 23:00:00+01:00,1222.0,347.0
2782,1345.0,4621.5,0.0,2021-03-15 00:00:00+01:00,1257.0,347.0
2783,1490.0,4288.5,0.0,2021-03-15 01:00:00+01:00,527.0,347.0
2784,1525.0,4170.5,0.0,2021-03-15 02:00:00+01:00,527.0,347.0
2785,1540.0,4006.0,0.0,2021-03-15 04:00:00+01:00,527.0,347.0
2786,1595.0,3909.0,0.0,2021-03-15 05:00:00+01:00,562.0,347.0
2787,1655.0,3919.0,0.0,2021-03-15 06:00:00+01:00,847.0,347.0
2788,1850.0,4048.0,26.0,2021-03-15 07:00:00+01:00,1127.0,347.0
2789,2275.0,4563.0,144.0,2021-03-15 08:00:00+01:00,1117.0,347.0
2790,2815.0,5077.5,134.0,2021-03-15 09:00:00+01:00,1092.0,352.0
2791,3305.0,5393.0,184.0,2021-03-15 10:00:00+01:00,1002.0,372.0
2792,3650.0,5439.5,182.0,2021-03-15 11:00:00+01:00,982.0,387.0
2793,3840.0,5350.0,232.0,2021-03-15 12:00:00+01:00,987.0,397.0
2794,3905.0,5099.0,258.0,2021-03-15 13:00:00+01:00,987.0,402.0
2795,3840.0,4687.0,206.0,2021-03-15 14:00:00+01:00,997.0,407.0
2796,3555.0,4714.0,156.0,2021-03-15 15:00:00+01:00,1057.0,407.0
2797,3150.0,4687.5,130.0,2021-03-15 16:00:00+01:00,1052.0,407.0
2798,2765.0,4738.5,130.0,2021-03-15 17:00:00+01:00,1177.0,437.0
2799,2540.0,5226.0,150.0,2021-03-15 18:00:00+01:00,1332.0,402.0
2800,2490.0,5939.5,697.0,2021-03-15 19:00:00+01:00,1212.0,397.0
2801,2470.0,6109.0,592.0,2021-03-15 20:00:00+01:00,1252.0,397.0
2802,2430.0,5929.5,266.0,2021-03-15 21:00:00+01:00,1257.0,397.0
2803,2390.0,5421.5,26.0,2021-03-15 22:00:00+01:00,1247.0,387.0
2804,2330.0,5052.0,26.0,2021-03-15 23:00:00+01:00,1177.0,387.0
2805,2270.0,4626.5,26.0,2021-03-16 00:00:00+01:00,1107.0,377.0
2806,2370.0,4180.5,0.0,2021-03-16 01:00:00+01:00,562.0,387.0
2807,2285.0,4139.5,0.0,2021-03-16 02:00:00+01:00,542.0,377.0
2808,2250.0,4026.5,0.0,2021-03-16 04:00:00+01:00,542.0,377.0
2809,2145.0,4139.5,50.0,2021-03-16 05:00:00+01:00,567.0,367.0
2810,2095.0,4580.5,130.0,2021-03-16 06:00:00+01:00,847.0,357.0
2811,2195.0,5324.5,130.0,2021-03-16 07:00:00+01:00,1032.0,352.0
2812,2585.0,5934.0,156.0,2021-03-16 08:00:00+01:00,987.0,347.0
2813,3085.0,6332.5,172.0,2021-03-16 09:00:00+01:00,1007.0,352.0
2814,3505.0,6528.0,245.0,2021-03-16 10:00:00+01:00,957.0,357.0
2815,3740.0,6630.0,189.0,2021-03-16 11:00:00+01:00,952.0,357.0
2816,3815.0,6608.0,94.0,2021-03-16 12:00:00+01:00,962.0,357.0
2817,3740.0,6507.5,49.0,2021-03-16 13:00:00+01:00,932.0,357.0
2818,3480.0,6226.0,90.0,2021-03-16 14:00:00+01:00,927.0,357.0
2819,3005.0,6157.5,25.0,2021-03-16 15:00:00+01:00,947.0,347.0
2820,2355.0,5983.5,95.0,2021-03-16 16:00:00+01:00,917.0,347.0
2821,1735.0,5922.5,121.0,2021-03-16 17:00:00+01:00,1007.0,347.0
2822,1335.0,6405.5,156.0,2021-03-16 18:00:00+01:00,1162.0,347.0
2823,1200.0,6909.0,421.0,2021-03-16 19:00:00+01:00,1072.0,347.0
2824,1110.0,6857.5,631.0,2021-03-16 20:00:00+01:00,1107.0,347.0
2825,1050.0,6462.5,276.0,2021-03-16 21:00:00+01:00,1077.0,347.0
2826,1020.0,5842.0,106.0,2021-03-16 22:00:00+01:00,1067.0,347.0
2827,1040.0,5514.0,26.0,2021-03-16 23:00:00+01:00,1037.0,347.0
2828,1080.0,5088.0,0.0,2021-03-17 00:00:00+01:00,997.0,347.0
2829,1210.0,4314.0,0.0,2021-03-17 01:00:00+01:00,462.0,347.0
2830,1205.0,4247.5,0.0,2021-03-17 02:00:00+01:00,467.0,347.0
2831,1185.0,4139.5,0.0,2021-03-17 04:00:00+01:00,472.0,347.0
2832,1115.0,4237.0,50.0,2021-03-17 05:00:00+01:00,502.0,347.0
2833,1085.0,4626.5,76.0,2021-03-17 06:00:00+01:00,767.0,347.0
2834,1240.0,5247.5,156.0,2021-03-17 07:00:00+01:00,972.0,347.0
2835,1675.0,5928.5,168.0,2021-03-17 08:00:00+01:00,977.0,347.0
2836,2210.0,6429.0,184.0,2021-03-17 09:00:00+01:00,972.0,347.0
2837,2685.0,6655.0,184.0,2021-03-17 10:00:00+01:00,917.0,347.0
2838,2970.0,6726.5,132.0,2021-03-17 11:00:00+01:00,927.0,347.0
2839,3125.0,6705.0,115.0,2021-03-17 12:00:00+01:00,947.0,347.0
2840,3145.0,6573.5,115.0,2021-03-17 13:00:00+01:00,917.0,347.0
2841,3000.0,6241.0,106.0,2021-03-17 14:00:00+01:00,942.0,347.0
2842,2735.0,6142.5,80.0,2021-03-17 15:00:00+01:00,967.0,347.0
2843,2330.0,5958.0,130.0,2021-03-17 16:00:00+01:00,927.0,347.0
2844,1860.0,5799.5,130.0,2021-03-17 17:00:00+01:00,1017.0,347.0
2845,1575.0,6210.5,130.0,2021-03-17 18:00:00+01:00,1122.0,347.0
2846,1530.0,6867.5,467.0,2021-03-17 19:00:00+01:00,1107.0,347.0
2847,1515.0,6929.0,663.0,2021-03-17 20:00:00+01:00,1127.0,347.0
2848,1490.0,6570.5,286.0,2021-03-17 21:00:00+01:00,1107.0,347.0
2849,1440.0,5929.5,106.0,2021-03-17 22:00:00+01:00,1122.0,347.0
2850,1385.0,5550.0,26.0,2021-03-17 23:00:00+01:00,1067.0,347.0
2851,1320.0,5129.5,0.0,2021-03-18 00:00:00+01:00,927.0,347.0
2852,1330.0,4544.5,0.0,2021-03-18 01:00:00+01:00,492.0,347.0
2853,1260.0,4479.5,0.0,2021-03-18 02:00:00+01:00,487.0,347.0
2854,1190.0,4359.5,0.0,2021-03-18 04:00:00+01:00,477.0,347.0
2855,1030.0,4400.0,0.0,2021-03-18 05:00:00+01:00,507.0,347.0
2856,965.0,4774.5,26.0,2021-03-18 06:00:00+01:00,827.0,347.0
2857,1130.0,5369.5,86.0,2021-03-18 07:00:00+01:00,1077.0,347.0
2858,1555.0,6058.5,206.0,2021-03-18 08:00:00+01:00,1032.0,347.0
2859,2090.0,6458.5,206.0,2021-03-18 09:00:00+01:00,947.0,347.0
2860,2555.0,6650.5,173.0,2021-03-18 10:00:00+01:00,912.0,357.0
2861,2820.0,6814.5,109.0,2021-03-18 11:00:00+01:00,927.0,347.0
2862,2940.0,6799.0,73.0,2021-03-18 12:00:00+01:00,932.0,347.0
2863,2875.0,6657.5,73.0,2021-03-18 13:00:00+01:00,892.0,347.0
2864,2620.0,6297.5,116.0,2021-03-18 14:00:00+01:00,877.0,347.0
2865,2250.0,6173.0,0.0,2021-03-18 15:00:00+01:00,902.0,357.0
2866,1815.0,5921.5,60.0,2021-03-18 16:00:00+01:00,917.0,347.0
2867,1405.0,5826.0,60.0,2021-03-18 17:00:00+01:00,1052.0,357.0
2868,1165.0,6309.0,190.0,2021-03-18 18:00:00+01:00,1157.0,347.0
2869,1110.0,6892.5,310.0,2021-03-18 19:00:00+01:00,1112.0,347.0
2870,1130.0,6839.0,526.0,2021-03-18 20:00:00+01:00,1177.0,347.0
2871,1215.0,6438.5,216.0,2021-03-18 21:00:00+01:00,1142.0,347.0
2872,1325.0,5830.5,86.0,2021-03-18 22:00:00+01:00,1132.0,347.0
2873,1410.0,5551.5,26.0,2021-03-18 23:00:00+01:00,1127.0,347.0
2874,1530.0,5127.0,0.0,2021-03-19 00:00:00+01:00,1047.0,347.0
2875,1175.0,4570.0,0.0,2021-03-19 01:00:00+01:00,467.0,357.0
2876,1180.0,4512.5,0.0,2021-03-19 02:00:00+01:00,487.0,357.0
2877,1160.0,4368.5,0.0,2021-03-19 04:00:00+01:00,487.0,357.0
2878,1090.0,4446.0,0.0,2021-03-19 05:00:00+01:00,542.0,357.0
2879,1035.0,4775.5,126.0,2021-03-19 06:00:00+01:00,847.0,357.0
2880,1165.0,5285.0,221.0,2021-03-19 07:00:00+01:00,1122.0,357.0
2881,1480.0,5915.5,328.0,2021-03-19 08:00:00+01:00,1072.0,347.0
2882,1910.0,6402.5,344.0,2021-03-19 09:00:00+01:00,1017.0,347.0
2883,2325.0,6647.5,344.0,2021-03-19 10:00:00+01:00,917.0,357.0
2884,2565.0,6705.5,167.0,2021-03-19 11:00:00+01:00,922.0,357.0
2885,2625.0,6711.0,128.0,2021-03-19 12:00:00+01:00,927.0,347.0
2886,2530.0,6693.0,128.0,2021-03-19 13:00:00+01:00,942.0,347.0
2887,2320.0,6398.5,131.0,2021-03-19 14:00:00+01:00,912.0,347.0
2888,1965.0,6338.5,15.0,2021-03-19 15:00:00+01:00,1007.0,347.0
2889,1505.0,6123.5,15.0,2021-03-19 16:00:00+01:00,1007.0,347.0
2890,1015.0,5922.5,115.0,2021-03-19 17:00:00+01:00,1107.0,387.0
2891,735.0,6310.0,160.0,2021-03-19 18:00:00+01:00,1192.0,347.0
2892,685.0,6915.5,430.0,2021-03-19 19:00:00+01:00,1162.0,347.0
2893,655.0,6865.5,865.0,2021-03-19 20:00:00+01:00,1232.0,347.0
2894,645.0,6473.0,441.0,2021-03-19 21:00:00+01:00,1187.0,347.0
2895,635.0,5875.0,186.0,2021-03-19 22:00:00+01:00,1167.0,357.0
2896,625.0,5537.0,86.0,2021-03-19 23:00:00+01:00,1092.0,347.0
2897,605.0,5127.0,0.0,2021-03-20 00:00:00+01:00,997.0,357.0
2898,475.0,4832.5,30.0,2021-03-20 01:00:00+01:00,467.0,357.0
2899,465.0,4737.0,30.0,2021-03-20 02:00:00+01:00,467.0,357.0
2900,445.0,4586.0,15.0,2021-03-20 04:00:00+01:00,477.0,357.0
2901,490.0,4484.5,15.0,2021-03-20 05:00:00+01:00,497.0,357.0
2902,550.0,4602.0,41.0,2021-03-20 06:00:00+01:00,862.0,357.0
2903,675.0,4866.5,41.0,2021-03-20 07:00:00+01:00,1132.0,357.0
2904,830.0,5451.0,211.0,2021-03-20 08:00:00+01:00,1082.0,357.0
2905,1000.0,6109.5,226.0,2021-03-20 09:00:00+01:00,1037.0,357.0
2906,1150.0,6523.5,156.0,2021-03-20 10:00:00+01:00,977.0,357.0
2907,1265.0,6787.5,29.0,2021-03-20 11:00:00+01:00,982.0,357.0
2908,1335.0,6935.0,90.0,2021-03-20 12:00:00+01:00,992.0,347.0
2909,1345.0,6926.5,90.0,2021-03-20 13:00:00+01:00,947.0,347.0
2910,1320.0,6595.5,131.0,2021-03-20 14:00:00+01:00,947.0,347.0
2911,1260.0,6553.0,15.0,2021-03-20 15:00:00+01:00,1017.0,347.0
2912,1145.0,6391.0,15.0,2021-03-20 16:00:00+01:00,997.0,357.0
2913,1000.0,6187.0,30.0,2021-03-20 17:00:00+01:00,1072.0,407.0
2914,930.0,6541.5,110.0,2021-03-20 18:00:00+01:00,1192.0,347.0
2915,990.0,7005.0,400.0,2021-03-20 19:00:00+01:00,1187.0,347.0
2916,1065.0,6941.0,645.0,2021-03-20 20:00:00+01:00,1197.0,347.0
2917,1120.0,6590.0,256.0,2021-03-20 21:00:00+01:00,1182.0,347.0
2918,1155.0,6074.0,86.0,2021-03-20 22:00:00+01:00,1202.0,347.0
2919,1170.0,5673.5,56.0,2021-03-20 23:00:00+01:00,1137.0,347.0
2920,1145.0,5258.0,0.0,2021-03-21 00:00:00+01:00,1077.0,357.0
2921,1015.0,4601.5,0.0,2021-03-21 01:00:00+01:00,497.0,357.0
2922,1015.0,4503.5,0.0,2021-03-21 02:00:00+01:00,497.0,357.0
2923,995.0,4340.0,0.0,2021-03-21 04:00:00+01:00,497.0,357.0
2924,975.0,4232.0,0.0,2021-03-21 05:00:00+01:00,527.0,357.0
2925,970.0,4319.0,26.0,2021-03-21 06:00:00+01:00,887.0,357.0
2926,1075.0,4450.0,44.0,2021-03-21 07:00:00+01:00,1167.0,357.0
2927,1220.0,4887.0,198.0,2021-03-21 08:00:00+01:00,1187.0,357.0
2928,1380.0,5401.0,258.0,2021-03-21 09:00:00+01:00,1157.0,357.0
2929,1525.0,5859.0,186.0,2021-03-21 10:00:00+01:00,1112.0,357.0
2930,1655.0,6246.5,76.0,2021-03-21 11:00:00+01:00,1122.0,357.0
2931,1765.0,6322.0,135.0,2021-03-21 12:00:00+01:00,1097.0,347.0
2932,1905.0,6162.0,135.0,2021-03-21 13:00:00+01:00,1107.0,347.0
2933,1935.0,5676.5,116.0,2021-03-21 14:00:00+01:00,1097.0,347.0
2934,1885.0,5531.0,0.0,2021-03-21 15:00:00+01:00,1147.0,347.0
2935,1740.0,5382.0,0.0,2021-03-21 16:00:00+01:00,1187.0,357.0
2936,1595.0,5279.0,0.0,2021-03-21 17:00:00+01:00,1222.0,397.0
2937,1535.0,5708.0,110.0,2021-03-21 18:00:00+01:00,1277.0,347.0
2938,1565.0,6283.5,305.0,2021-03-21 19:00:00+01:00,1297.0,347.0
2939,1615.0,6488.0,740.0,2021-03-21 20:00:00+01:00,1302.0,347.0
2940,1655.0,6314.0,256.0,2021-03-21 21:00:00+01:00,1282.0,347.0
2941,1675.0,5863.0,86.0,2021-03-21 22:00:00+01:00,1282.0,347.0
2942,1710.0,5447.5,86.0,2021-03-21 23:00:00+01:00,1222.0,347.0
2943,1745.0,5026.5,0.0,2021-03-22 00:00:00+01:00,1172.0,357.0
2944,1165.0,4363.0,0.0,2021-03-22 01:00:00+01:00,507.0,357.0
2945,1205.0,4303.0,0.0,2021-03-22 02:00:00+01:00,507.0,357.0
2946,1265.0,4204.0,0.0,2021-03-22 04:00:00+01:00,497.0,357.0
2947,1325.0,4283.5,0.0,2021-03-22 05:00:00+01:00,552.0,357.0
2948,1345.0,4685.0,26.0,2021-03-22 06:00:00+01:00,852.0,357.0
2949,1485.0,5471.5,44.0,2021-03-22 07:00:00+01:00,1227.0,357.0
2950,1785.0,6079.5,226.0,2021-03-22 08:00:00+01:00,1282.0,357.0
2951,2225.0,6472.5,286.0,2021-03-22 09:00:00+01:00,1177.0,347.0
2952,2670.0,6582.5,244.0,2021-03-22 10:00:00+01:00,1222.0,347.0
2953,2980.0,6593.5,114.0,2021-03-22 11:00:00+01:00,1212.0,347.0
2954,3145.0,6562.0,138.0,2021-03-22 12:00:00+01:00,1272.0,347.0
2955,3160.0,6416.5,138.0,2021-03-22 13:00:00+01:00,1282.0,347.0
2956,3050.0,6111.5,26.0,2021-03-22 14:00:00+01:00,1217.0,347.0
2957,2830.0,5993.0,0.0,2021-03-22 15:00:00+01:00,1277.0,357.0
2958,2485.0,5768.0,0.0,2021-03-22 16:00:00+01:00,1277.0,347.0
2959,2110.0,5643.5,35.0,2021-03-22 17:00:00+01:00,1337.0,382.0
2960,1855.0,6123.0,285.0,2021-03-22 18:00:00+01:00,1302.0,347.0
2961,1760.0,6714.5,602.0,2021-03-22 19:00:00+01:00,1407.0,347.0
2962,1680.0,6765.0,713.0,2021-03-22 20:00:00+01:00,1327.0,347.0
2963,1585.0,6628.0,236.0,2021-03-22 21:00:00+01:00,1362.0,347.0
