Date,Res_Total,Load Total,Hydro Total,sum_imports,sum_exports,DEH,HERON,ELPEDISON,MYTILINEOS,SMP
2020-11-13 01:00:00+01:00,435.0,4217.0,0.0,800.0,279.0,1972.05,0.0,240.45,478.0,49.58
2020-11-13 02:00:00+01:00,415.0,4155.5,0.0,805.0,339.0,1994.55,0.0,225.05,469.9,48.1
2020-11-13 04:00:00+01:00,395.0,4079.5,0.0,773.0,339.0,1969.55,0.0,220.0,528.95,43.61
2020-11-13 05:00:00+01:00,375.0,4153.5,0.0,878.5,319.0,2214.935,0.0,229.165,578.9,43.61
2020-11-13 06:00:00+01:00,365.0,4538.0,26.0,1241.5,299.0,2327.33,0.0,250.0,649.9,48.1
2020-11-13 07:00:00+01:00,460.0,5060.5,41.0,1476.0,279.0,2300.06,0.0,343.08,796.9,60.01
2020-11-13 08:00:00+01:00,835.0,5516.0,103.0,1401.0,279.0,2384.5,0.0,300.0,909.88,79.65
2020-11-13 09:00:00+01:00,1320.0,5879.0,143.0,1296.0,279.0,2415.49,0.0,300.0,736.9,63.88
2020-11-13 10:00:00+01:00,1680.0,6041.0,94.0,1318.5,279.0,2476.04,0.0,285.0,682.9,59.92
2020-11-13 11:00:00+01:00,1820.0,6090.0,74.0,1276.5,279.0,2589.0,0.0,285.0,707.53,55.01
2020-11-13 12:00:00+01:00,1810.0,6080.5,73.0,1203.5,279.0,2528.27,0.0,285.0,707.34,53.0
2020-11-13 13:00:00+01:00,1695.0,6018.5,134.0,1176.5,279.0,2526.265,80.0,285.0,683.04,51.58
2020-11-13 14:00:00+01:00,1460.0,5815.5,96.0,1186.5,279.0,2647.76,80.0,300.0,740.9,51.58
2020-11-13 15:00:00+01:00,1050.0,5659.5,35.0,1178.0,279.0,2636.32,80.0,336.51,808.9,61.24
2020-11-13 16:00:00+01:00,555.0,5588.0,51.0,1221.0,279.0,2829.645,80.0,324.41,852.66,78.02
2020-11-13 17:00:00+01:00,360.0,5863.5,123.0,1377.5,279.0,2811.0,60.0,330.01,881.22,93.18
2020-11-13 18:00:00+01:00,360.0,6273.0,358.0,1525.0,279.0,2813.0,60.0,327.93,852.82,98.6
2020-11-13 19:00:00+01:00,345.0,6258.0,452.0,1566.5,279.0,2761.08,60.0,326.2,848.6299999999999,96.52
2020-11-13 20:00:00+01:00,330.0,6146.5,426.0,1558.5,279.0,2686.48,0.0,334.5,915.64,94.79
2020-11-13 21:00:00+01:00,330.0,5782.5,42.0,1574.0,279.0,2526.2,0.0,351.01,819.3,103.09
2020-11-13 22:00:00+01:00,330.0,5200.0,76.0,1573.5,279.0,2524.36,0.0,263.24,627.9,77.72
2020-11-13 23:00:00+01:00,320.0,4909.0,76.0,1617.5,279.0,2138.35,0.0,230.0,509.9,51.58
2020-11-14 00:00:00+01:00,320.0,4488.5,0.0,1380.5,279.0,2095.33,0.0,256.45,564.52,43.61
2020-11-14 01:00:00+01:00,320.0,4322.0,0.0,796.5,279.0,2187.84,0.0,250.24,524.29,47.24
2020-11-14 02:00:00+01:00,360.0,4247.5,0.0,805.0,339.0,2140.46,0.0,250.0,514.5899999999999,44.0
2020-11-14 04:00:00+01:00,385.0,4145.5,0.0,772.0,339.0,2134.38,0.0,250.0,487.9,38.75
2020-11-14 05:00:00+01:00,435.0,3997.0,20.0,868.5,339.0,2159.06,0.0,250.0,496.9,38.71
2020-11-14 06:00:00+01:00,445.0,4243.0,61.0,1234.0,299.0,2084.88,0.0,285.0,614.6,40.72
2020-11-14 07:00:00+01:00,545.0,4476.5,61.0,1475.0,279.0,2036.85,0.0,285.0,736.96,43.92
2020-11-14 08:00:00+01:00,980.0,4923.0,110.0,1401.5,279.0,2002.36,0.0,285.0,716.73,45.69
2020-11-14 09:00:00+01:00,1550.0,5406.5,150.0,1298.5,279.0,1975.48,0.0,285.0,680.89,45.24
2020-11-14 10:00:00+01:00,1960.0,5689.5,163.0,1326.0,279.0,1935.82,0.0,285.0,677.9,43.19
2020-11-14 11:00:00+01:00,2130.0,5844.5,210.0,1295.0,279.0,2039.56,0.0,285.0,677.9,39.61
2020-11-14 12:00:00+01:00,2190.0,5956.5,180.0,1222.5,279.0,2048.05,0.0,285.0,678.54,40.48
2020-11-14 13:00:00+01:00,2130.0,5929.0,91.0,1182.0,279.0,2166.04,0.0,285.0,677.9,41.55
2020-11-14 14:00:00+01:00,1910.0,5643.0,61.0,1185.5,279.0,2195.1800000000003,0.0,285.0,694.09,38.43
2020-11-14 15:00:00+01:00,1480.0,5531.5,35.0,1184.0,279.0,2324.005,45.0,289.72,766.275,42.55
2020-11-14 16:00:00+01:00,930.0,5521.0,35.0,1229.0,279.0,2500.315,45.0,337.65,789.31,50.19
2020-11-14 17:00:00+01:00,695.0,5802.5,49.0,1385.5,279.0,2799.21,45.0,336.71,814.69,85.9
2020-11-14 18:00:00+01:00,680.0,6202.5,133.0,1533.0,279.0,2684.34,45.0,336.71,870.95,86.15
2020-11-14 19:00:00+01:00,665.0,6223.0,258.0,1571.5,279.0,2650.75,30.0,336.71,855.04,86.15
2020-11-14 20:00:00+01:00,650.0,6135.5,246.0,1559.5,279.0,2495.485,0.0,326.24,784.7,86.15
2020-11-14 21:00:00+01:00,670.0,5751.5,171.0,1574.0,279.0,2210.06,0.0,295.97,766.97,66.0
2020-11-14 22:00:00+01:00,690.0,5200.0,111.0,1573.5,279.0,2037.08,0.0,250.0,640.9,51.58
2020-11-14 23:00:00+01:00,700.0,4879.0,70.0,1617.0,279.0,1995.95,0.0,250.0,469.9,46.0
2020-11-15 00:00:00+01:00,720.0,4458.0,0.0,1385.5,279.0,1864.32,0.0,231.66,463.52,38.44
2020-11-15 01:00:00+01:00,640.0,4101.5,0.0,807.5,279.0,1976.95,0.0,230.0,309.9,43.28
2020-11-15 02:00:00+01:00,650.0,4002.0,0.0,813.5,339.0,1861.15,0.0,230.0,264.4,41.55
2020-11-15 04:00:00+01:00,630.0,3871.5,0.0,782.0,339.0,1964.89,0.0,230.0,127.9,38.05
2020-11-15 05:00:00+01:00,615.0,3828.5,0.0,884.5,319.0,1883.35,0.0,230.0,127.9,35.56
2020-11-15 06:00:00+01:00,590.0,3940.0,26.0,1240.5,299.0,1831.76,0.0,290.34,127.9,40.95
2020-11-15 07:00:00+01:00,650.0,4067.0,26.0,1468.5,279.0,1831.76,0.0,295.34,127.9,48.1
2020-11-15 08:00:00+01:00,1045.0,4394.5,30.0,1395.0,279.0,1827.0,0.0,276.1,127.9,48.1
2020-11-15 09:00:00+01:00,1550.0,4858.0,70.0,1301.5,279.0,1868.74,0.0,237.5,127.9,48.1
2020-11-15 10:00:00+01:00,1885.0,5259.5,36.0,1333.0,279.0,1860.21,0.0,285.25,162.9,46.0
2020-11-15 11:00:00+01:00,2015.0,5523.0,30.0,1295.5,279.0,1889.2,0.0,279.9,245.4,46.0
2020-11-15 12:00:00+01:00,2015.0,5640.5,30.0,1216.5,279.0,1930.58,0.0,270.0,292.9,44.93
2020-11-15 13:00:00+01:00,1880.0,5531.0,91.0,1176.0,279.0,1861.33,0.0,270.0,292.9,42.73
2020-11-15 14:00:00+01:00,1635.0,5143.0,61.0,1178.0,279.0,1917.675,0.0,285.5,437.3250000000001,41.13
2020-11-15 15:00:00+01:00,1200.0,5022.5,0.0,1174.0,279.0,2109.035,0.0,295.8,703.015,46.17
2020-11-15 16:00:00+01:00,705.0,4921.0,0.0,1217.0,279.0,2047.55,0.0,357.05,875.9,50.46
2020-11-15 17:00:00+01:00,485.0,5194.5,173.0,1376.5,279.0,2185.57,0.0,360.03,919.9,84.51
2020-11-15 18:00:00+01:00,470.0,5701.5,480.0,1528.0,279.0,2394.58,0.0,355.51,920.9,85.9
2020-11-15 19:00:00+01:00,465.0,5945.0,527.0,1570.0,279.0,2390.09,0.0,355.51,922.9,86.13
2020-11-15 20:00:00+01:00,435.0,5869.5,508.0,1559.0,279.0,2600.99,0.0,363.0,861.19,86.13
2020-11-15 21:00:00+01:00,410.0,5573.5,71.0,1573.5,279.0,2301.99,0.0,348.3,803.22,86.21
2020-11-15 22:00:00+01:00,410.0,5164.0,76.0,1573.5,279.0,2070.825,0.0,262.03,761.91,73.26
2020-11-15 23:00:00+01:00,400.0,4771.0,50.0,1617.0,279.0,1877.975,0.0,270.75,469.9,52.15
2020-11-16 00:00:00+01:00,400.0,4353.0,0.0,1381.5,279.0,1861.22,0.0,210.0,474.9,48.1
2020-11-16 01:00:00+01:00,360.0,3996.5,0.0,797.5,279.0,1942.96,0.0,210.0,479.9,33.37
2020-11-16 02:00:00+01:00,360.0,3899.0,0.0,804.0,339.0,1949.96,0.0,210.0,479.9,27.66
2020-11-16 04:00:00+01:00,360.0,3798.0,0.0,772.0,339.0,1925.63,0.0,210.0,479.9,26.56
2020-11-16 05:00:00+01:00,325.0,3907.5,0.0,877.5,309.0,1865.475,0.0,210.0,525.205,28.05
2020-11-16 06:00:00+01:00,330.0,4347.5,26.0,1237.5,294.0,2251.1,0.0,210.0,657.9,41.99
2020-11-16 07:00:00+01:00,395.0,4973.0,73.0,1466.5,279.0,2177.825,0.0,350.57,910.61,53.23
2020-11-16 08:00:00+01:00,785.0,5363.0,123.0,1392.0,279.0,2213.27,0.0,329.4,794.34,73.75
2020-11-16 09:00:00+01:00,1325.0,5666.0,143.0,1294.0,279.0,2159.79,0.0,336.46,769.74,63.76
2020-11-16 10:00:00+01:00,1715.0,5753.0,109.0,1318.5,279.0,2222.24,0.0,303.21,791.98,66.5
2020-11-16 11:00:00+01:00,1880.0,5808.0,89.0,1277.0,279.0,2247.79,0.0,311.17,793.92,54.14
2020-11-16 12:00:00+01:00,1915.0,5828.0,89.0,1206.5,279.0,2255.615,0.0,311.38,748.51,53.93
2020-11-16 13:00:00+01:00,1800.0,5798.0,150.0,1182.0,279.0,2308.88,0.0,308.35,746.77,53.23
2020-11-16 14:00:00+01:00,1525.0,5627.5,118.0,1189.0,279.0,2647.11,0.0,310.0,797.39,53.23
2020-11-16 15:00:00+01:00,1055.0,5557.5,35.0,1178.5,279.0,2574.26,120.0,320.0,810.74,63.36
2020-11-16 16:00:00+01:00,525.0,5481.0,35.0,1217.0,279.0,2788.34,120.0,341.55,886.11,68.07
2020-11-16 17:00:00+01:00,290.0,5802.5,35.0,1378.0,279.0,3014.0,120.0,354.01,917.9,86.21
2020-11-16 18:00:00+01:00,290.0,6182.5,118.0,1528.5,279.0,3009.1,120.0,354.0,919.9,110.04
2020-11-16 19:00:00+01:00,290.0,6295.0,415.0,1569.0,279.0,3091.24,120.0,343.61,840.6500000000001,110.02
2020-11-16 20:00:00+01:00,280.0,6228.5,438.0,1558.5,279.0,2851.8500000000004,120.0,345.16,870.99,86.21
2020-11-16 21:00:00+01:00,270.0,5900.0,327.0,1573.5,279.0,2511.9700000000003,120.0,356.07,871.955,86.21
2020-11-16 22:00:00+01:00,270.0,5378.5,106.0,1574.0,279.0,2451.9,49.89,307.23,754.48,78.43
2020-11-16 23:00:00+01:00,250.0,5030.5,50.0,1617.5,279.0,2303.785,11.285,210.0,519.43,59.86
2020-11-17 00:00:00+01:00,240.0,4610.0,0.0,1380.5,279.0,2442.88,0.0,210.0,484.03,45.95
2020-11-17 01:00:00+01:00,225.0,4050.0,0.0,795.5,279.0,2497.31,0.0,210.0,474.9,39.16
2020-11-17 02:00:00+01:00,225.0,3955.0,0.0,801.0,339.0,2494.83,0.0,210.0,474.9,33.5
2020-11-17 04:00:00+01:00,235.0,3875.0,0.0,769.5,339.0,2517.87,0.0,210.0,474.9,31.29
2020-11-17 05:00:00+01:00,265.0,3990.0,0.0,876.5,309.0,2487.1800000000003,0.0,210.0,477.68,32.05
2020-11-17 06:00:00+01:00,295.0,4385.0,26.0,1240.5,294.0,2428.3,0.0,310.0,606.9,40.12
2020-11-17 07:00:00+01:00,385.0,4970.0,26.0,1471.5,279.0,2571.275,0.0,341.72,789.0,50.0
2020-11-17 08:00:00+01:00,755.0,5360.0,65.0,1395.5,279.0,2265.305,0.0,343.72,895.48,65.3
2020-11-17 09:00:00+01:00,1225.0,5600.0,105.0,1294.0,279.0,2230.99,0.0,348.42,812.09,71.1
2020-11-17 10:00:00+01:00,1560.0,5715.0,71.0,1319.0,279.0,2286.39,0.0,345.82,813.29,71.89
2020-11-17 11:00:00+01:00,1690.0,5780.0,51.0,1284.5,279.0,2316.42,0.0,342.18,832.9,70.1
2020-11-17 12:00:00+01:00,1715.0,5820.0,51.0,1214.0,279.0,2262.69,0.0,341.46,822.11,67.0
2020-11-17 13:00:00+01:00,1630.0,5790.0,112.0,1180.5,279.0,2226.99,0.0,340.49,837.02,69.0
2020-11-17 14:00:00+01:00,1440.0,5600.0,96.0,1185.0,279.0,2532.59,0.0,346.14,793.02,69.1
2020-11-17 15:00:00+01:00,1095.0,5535.0,47.0,1183.0,279.0,2669.02,0.0,339.01,770.48,71.3
2020-11-17 16:00:00+01:00,715.0,5480.0,55.0,1225.5,279.0,2794.31,60.0,342.26,843.9300000000001,72.3
2020-11-17 17:00:00+01:00,555.0,5855.0,198.0,1383.0,279.0,2991.66,60.0,359.44,917.9,75.3
2020-11-17 18:00:00+01:00,600.0,6240.0,225.0,1532.0,279.0,3064.215,17.515,346.69,900.5699999999999,85.9
2020-11-17 19:00:00+01:00,635.0,6340.0,330.0,1571.0,279.0,2852.01,40.51,345.39,837.6,84.51
2020-11-17 20:00:00+01:00,655.0,6170.0,443.0,1559.5,279.0,2889.215,50.0,345.0,759.8,74.33
2020-11-17 21:00:00+01:00,700.0,5820.0,202.0,1574.0,279.0,2403.99,14.9,349.19,790.9200000000001,68.55
2020-11-17 22:00:00+01:00,750.0,5285.0,76.0,1573.0,279.0,2239.1,0.0,300.0,711.4000000000001,61.62
2020-11-17 23:00:00+01:00,780.0,4920.0,50.0,1616.5,279.0,2355.46,0.0,210.0,469.9,44.78
2020-11-18 00:00:00+01:00,840.0,4505.0,0.0,1389.0,279.0,2174.34,0.0,210.0,474.9,34.76
2020-11-18 01:00:00+01:00,895.0,4186.5,162.0,822.5,279.0,2186.91,0.0,210.0,474.9,37.5
2020-11-18 02:00:00+01:00,945.0,4096.5,162.0,832.0,339.0,2217.49,0.0,210.0,474.9,33.83
2020-11-18 04:00:00+01:00,1030.0,4007.5,82.0,806.5,339.0,2233.6,0.0,210.0,486.9,29.62
2020-11-18 05:00:00+01:00,1155.0,4086.0,0.0,919.5,339.0,2224.1800000000003,0.0,210.0,489.58,31.07
2020-11-18 06:00:00+01:00,1215.0,4507.5,26.0,1270.5,309.0,2181.85,0.0,280.0,691.05,37.79
2020-11-18 07:00:00+01:00,1270.0,5070.5,26.0,1504.0,279.0,2119.25,0.0,329.47,762.9,45.83
2020-11-18 08:00:00+01:00,1475.0,5491.5,30.0,1444.0,279.0,2051.36,0.0,333.95,764.69,53.55
2020-11-18 09:00:00+01:00,1760.0,5819.0,108.0,1346.5,279.0,2052.95,0.0,311.07,686.66,56.36
2020-11-18 10:00:00+01:00,1980.0,5953.0,74.0,1360.5,289.0,2041.99,0.0,310.0,675.87,51.16
2020-11-18 11:00:00+01:00,2120.0,5987.0,54.0,1330.0,294.0,1963.68,0.0,310.0,659.5,47.99
2020-11-18 12:00:00+01:00,2170.0,6002.0,53.0,1270.5,299.0,1964.58,0.0,310.0,732.9,47.13
2020-11-18 13:00:00+01:00,2160.0,5962.0,42.0,1235.0,299.0,1993.13,0.0,310.0,732.9,46.33
2020-11-18 14:00:00+01:00,2065.0,5785.0,26.0,1234.0,299.0,2021.38,0.0,310.0,749.1,45.55
2020-11-18 15:00:00+01:00,1850.0,5754.0,0.0,1233.0,299.0,2077.25,0.0,326.88,732.9,48.75
2020-11-18 16:00:00+01:00,1620.0,5744.5,0.0,1281.0,299.0,2367.18,0.0,322.92,762.9,54.27
2020-11-18 17:00:00+01:00,1540.0,6146.0,82.0,1420.5,304.0,2330.04,0.0,329.72,762.9,61.72
2020-11-18 18:00:00+01:00,1585.0,6559.0,646.0,1546.0,309.0,2674.69,0.0,333.91,783.9,66.45
2020-11-18 19:00:00+01:00,1640.0,6618.0,575.0,1573.0,314.0,2465.0,0.0,346.08,783.9,66.45
2020-11-18 20:00:00+01:00,1685.0,6398.0,80.0,1562.5,319.0,2290.725,0.0,293.24,811.9,66.72
2020-11-18 21:00:00+01:00,1755.0,6053.0,26.0,1574.0,324.0,2289.65,0.0,304.495,783.3599999999999,56.95
2020-11-18 22:00:00+01:00,1800.0,5486.0,76.0,1574.0,329.0,2320.9300000000003,0.0,300.0,686.07,46.72
2020-11-18 23:00:00+01:00,1840.0,5107.5,50.0,1609.0,329.0,2360.6,0.0,210.0,469.9,43.31
2020-11-19 00:00:00+01:00,1865.0,4687.0,0.0,1413.0,339.0,1998.305,0.0,52.5,469.9,36.14
2020-11-19 01:00:00+01:00,2030.0,4258.5,0.0,937.5,339.0,2017.91,0.0,0.0,469.9,38.29
2020-11-19 02:00:00+01:00,2075.0,4186.5,0.0,949.5,339.0,2014.38,0.0,0.0,469.9,41.28
2020-11-19 04:00:00+01:00,2120.0,4071.5,0.0,926.0,339.0,1964.3,0.0,0.0,478.9,17.03
2020-11-19 05:00:00+01:00,2185.0,4143.0,0.0,1027.0,339.0,1875.055,0.0,0.0,522.9449999999999,18.23
2020-11-19 06:00:00+01:00,2215.0,4543.0,26.0,1328.0,339.0,2080.44,0.0,110.0,637.9,43.7
2020-11-19 07:00:00+01:00,2305.0,5040.5,61.0,1541.5,339.0,2132.83,0.0,210.0,871.67,48.26
2020-11-19 08:00:00+01:00,2585.0,5534.5,65.0,1507.5,339.0,2177.6,0.0,310.0,867.9,52.15
2020-11-19 09:00:00+01:00,3005.0,5955.0,105.0,1434.0,339.0,2025.29,0.0,346.68,802.72,52.15
2020-11-19 10:00:00+01:00,3320.0,6225.0,55.0,1442.5,339.0,2083.04,0.0,315.4,754.5600000000001,49.67
2020-11-19 11:00:00+01:00,3485.0,6345.0,35.0,1413.0,339.0,2151.52,0.0,318.16,768.91,46.22
2020-11-19 12:00:00+01:00,3505.0,6395.0,35.0,1352.5,339.0,2230.66,0.0,310.0,674.24,45.14
2020-11-19 13:00:00+01:00,3410.0,6325.0,61.0,1314.0,339.0,2301.17,0.0,310.0,682.71,42.31
2020-11-19 14:00:00+01:00,3185.0,6109.0,61.0,1309.5,339.0,2439.855,0.0,329.0,704.65,42.13
2020-11-19 15:00:00+01:00,2810.0,6066.5,35.0,1306.5,339.0,2610.91,0.0,350.44,822.9,46.22
2020-11-19 16:00:00+01:00,2375.0,6014.0,51.0,1348.0,339.0,2605.31,0.0,355.26,832.9,52.15
2020-11-19 17:00:00+01:00,2180.0,6310.5,65.0,1459.0,339.0,2449.08,0.0,320.0,867.9,63.08
2020-11-19 18:00:00+01:00,2190.0,6802.0,1057.0,1554.0,339.0,2682.35,0.0,360.11,867.9,52.15
2020-11-19 19:00:00+01:00,2165.0,6792.0,341.0,1569.5,339.0,2622.77,0.0,360.64,852.9,66.23
2020-11-19 20:00:00+01:00,2145.0,6626.0,80.0,1563.5,339.0,2463.86,0.0,351.42,832.9,70.37
2020-11-19 21:00:00+01:00,2125.0,6217.0,26.0,1574.0,339.0,2098.24,0.0,340.4,854.9,60.38
2020-11-19 22:00:00+01:00,2110.0,5660.5,76.0,1573.5,339.0,2028.84,0.0,300.0,771.9100000000001,51.0
2020-11-19 23:00:00+01:00,2080.0,5271.0,50.0,1609.0,339.0,2091.67,0.0,210.0,494.63,42.42
2020-11-20 00:00:00+01:00,2050.0,4848.0,0.0,1415.5,339.0,1900.585,0.0,210.0,471.315,39.68
2020-11-20 01:00:00+01:00,2170.0,4185.0,0.0,956.0,339.0,1917.46,0.0,210.0,469.9,25.84
2020-11-20 02:00:00+01:00,2160.0,4085.0,0.0,961.5,339.0,1917.37,0.0,210.0,469.9,25.98
2020-11-20 04:00:00+01:00,2150.0,3965.0,0.0,928.5,339.0,1977.33,0.0,210.0,483.4,23.18
2020-11-20 05:00:00+01:00,2080.0,4015.0,0.0,1013.5,339.0,1930.375,0.0,210.0,525.775,29.55
2020-11-20 06:00:00+01:00,2060.0,4455.0,0.0,1323.0,339.0,2017.725,0.0,210.0,619.9449999999999,36.48
2020-11-20 07:00:00+01:00,2090.0,5090.0,26.0,1530.0,339.0,2098.04,0.0,230.0,833.04,46.68
2020-11-20 08:00:00+01:00,2395.0,5455.0,26.0,1480.5,339.0,2072.65,0.0,342.53,831.22,51.7
2020-11-20 09:00:00+01:00,2900.0,5980.0,68.0,1399.5,339.0,2038.38,0.0,352.07,740.55,51.07
2020-11-20 10:00:00+01:00,3275.0,6295.0,108.0,1425.0,339.0,2012.03,0.0,351.72,695.9,51.7
2020-11-20 11:00:00+01:00,3445.0,6500.0,75.0,1391.5,339.0,2078.0,0.0,274.1,647.9,48.31
2020-11-20 12:00:00+01:00,3430.0,6540.0,69.0,1314.0,339.0,2050.29,0.0,210.0,680.9,46.73
2020-11-20 13:00:00+01:00,3310.0,6400.0,68.0,1266.0,339.0,1964.83,0.0,280.27,661.9,45.55
2020-11-20 14:00:00+01:00,3035.0,6145.0,129.0,1271.0,339.0,2148.795,0.0,343.07,673.58,46.73
2020-11-20 15:00:00+01:00,2560.0,6005.0,61.0,1271.0,339.0,2311.955,0.0,282.955,757.59,47.55
2020-11-20 16:00:00+01:00,2065.0,5925.0,0.0,1314.5,339.0,2445.36,0.0,320.0,787.14,51.7
2020-11-20 17:00:00+01:00,1855.0,6170.0,0.0,1441.5,339.0,2534.89,0.0,320.0,792.9,52.15
2020-11-20 18:00:00+01:00,1865.0,6495.0,14.0,1551.0,339.0,2486.86,0.0,340.65,856.9,58.05
2020-11-20 19:00:00+01:00,1860.0,6525.0,0.0,1571.5,339.0,2469.65,0.0,354.37,827.9,59.05
2020-11-20 20:00:00+01:00,1875.0,6365.0,115.0,1562.5,339.0,2324.295,0.0,349.58000000000004,779.1300000000001,57.53
2020-11-20 21:00:00+01:00,1885.0,5995.0,604.0,1574.0,339.0,2294.085,0.0,324.0,777.71,52.15
2020-11-20 22:00:00+01:00,1895.0,5465.0,841.0,1573.5,339.0,2293.44,0.0,300.0,568.9200000000001,43.91
2020-11-20 23:00:00+01:00,1895.0,5075.0,261.0,1609.5,339.0,2240.65,0.0,210.0,469.9,40.55
2020-11-21 00:00:00+01:00,1890.0,4660.0,50.0,1412.0,339.0,2158.58,0.0,210.0,585.9,32.24
2020-11-21 01:00:00+01:00,1935.0,4479.5,35.0,926.0,339.0,1991.38,0.0,210.0,585.9,37.52
2020-11-21 02:00:00+01:00,1945.0,4396.5,35.0,933.5,339.0,1984.365,0.0,210.0,577.265,34.63
2020-11-21 04:00:00+01:00,1955.0,4256.5,35.0,904.0,339.0,1896.77,0.0,210.0,560.17,29.98
2020-11-21 05:00:00+01:00,1995.0,4227.5,35.0,1004.0,339.0,1900.86,0.0,210.0,585.9,30.2
2020-11-21 06:00:00+01:00,2025.0,4419.0,61.0,1319.0,339.0,1863.0,0.0,210.0,578.3399999999999,31.76
2020-11-21 07:00:00+01:00,2070.0,4613.0,61.0,1535.0,339.0,2106.28,0.0,210.0,563.71,36.05
2020-11-21 08:00:00+01:00,2345.0,5169.0,65.0,1493.5,339.0,2097.11,0.0,393.0,768.29,41.05
2020-11-21 09:00:00+01:00,2730.0,5760.0,146.0,1422.0,339.0,2271.29,0.0,260.0,758.71,41.26
2020-11-21 10:00:00+01:00,3025.0,6125.0,85.0,1443.5,339.0,2246.005,0.0,329.005,646.34,41.56
2020-11-21 11:00:00+01:00,3150.0,6315.5,65.0,1410.5,339.0,2260.085,0.0,329.58500000000004,643.27,41.37
2020-11-21 12:00:00+01:00,3135.0,6441.0,63.0,1338.0,339.0,2227.23,0.0,390.0,670.27,40.84
2020-11-21 13:00:00+01:00,3030.0,6439.5,89.0,1295.5,339.0,2228.48,0.0,390.0,541.16,41.41
2020-11-21 14:00:00+01:00,2840.0,6179.0,61.0,1295.5,339.0,2284.15,0.0,345.0,802.5999999999999,40.16
2020-11-21 15:00:00+01:00,2550.0,6175.5,35.0,1298.0,339.0,2054.58,0.0,356.49,798.4300000000001,41.86
2020-11-21 16:00:00+01:00,2280.0,6149.5,35.0,1345.5,339.0,2172.78,0.0,348.25,888.02,52.01
2020-11-21 17:00:00+01:00,2175.0,6475.5,89.0,1459.5,339.0,2291.83,0.0,392.0,883.1800000000001,50.07
2020-11-21 18:00:00+01:00,2180.0,6943.5,327.0,1554.0,339.0,2292.38,0.0,371.01,848.62,52.01
2020-11-21 19:00:00+01:00,2190.0,6949.0,343.0,1569.0,339.0,2129.57,0.0,349.33,849.61,52.01
2020-11-21 20:00:00+01:00,2180.0,6720.5,210.0,1563.5,339.0,1899.945,0.0,360.17,799.21,52.01
2020-11-21 21:00:00+01:00,2200.0,6245.5,41.0,1574.0,339.0,2166.12,0.0,356.0,637.11,52.01
2020-11-21 22:00:00+01:00,2200.0,5719.0,71.0,1573.5,339.0,1936.11,0.0,280.0,537.36,41.05
2020-11-21 23:00:00+01:00,2210.0,5299.5,45.0,1607.0,339.0,1932.19,0.0,210.0,469.9,38.99
2020-11-22 00:00:00+01:00,2205.0,4876.5,0.0,1421.5,339.0,1615.32,0.0,210.0,434.22,35.05
2020-11-22 01:00:00+01:00,2245.0,4342.5,0.0,966.0,339.0,1674.46,0.0,210.0,396.9,31.13
2020-11-22 02:00:00+01:00,2235.0,4247.5,0.0,970.0,339.0,1640.01,0.0,210.0,348.91,25.87
2020-11-22 04:00:00+01:00,2225.0,4086.0,0.0,940.0,339.0,1601.04,0.0,210.0,404.44,24.64
2020-11-22 05:00:00+01:00,2220.0,4022.5,0.0,1030.0,339.0,1673.445,0.0,52.5,459.345,25.3
2020-11-22 06:00:00+01:00,2210.0,4155.0,26.0,1329.5,339.0,1554.13,0.0,0.0,539.15,26.89
2020-11-22 07:00:00+01:00,2240.0,4293.0,26.0,1537.5,339.0,1574.91,0.0,0.0,424.4,32.15
2020-11-22 08:00:00+01:00,2455.0,4623.5,30.0,1498.0,339.0,1584.1,0.0,0.0,287.9,37.35
2020-11-22 09:00:00+01:00,2810.0,5011.5,111.0,1428.5,339.0,1616.03,0.0,55.0,384.97,39.83
2020-11-22 10:00:00+01:00,3115.0,5384.5,50.0,1446.5,339.0,1450.95,0.0,164.95,427.9,41.09
2020-11-22 11:00:00+01:00,3255.0,5590.5,30.0,1410.5,339.0,1507.1,0.0,250.0,427.9,42.95
2020-11-22 12:00:00+01:00,3240.0,5724.5,28.0,1334.5,339.0,1470.64,0.0,250.0,427.9,46.34
2020-11-22 13:00:00+01:00,3125.0,5711.0,89.0,1290.5,339.0,1574.0,0.0,231.92,347.9,41.2
2020-11-22 14:00:00+01:00,2880.0,5423.0,61.0,1285.5,339.0,1587.44,0.0,287.55,543.01,40.95
2020-11-22 15:00:00+01:00,2485.0,5364.0,0.0,1275.5,339.0,1674.82,0.0,308.75,778.42,41.08
2020-11-22 16:00:00+01:00,2080.0,5467.0,0.0,1316.0,339.0,1865.33,0.0,320.0,878.66,46.34
2020-11-22 17:00:00+01:00,1900.0,5854.0,14.0,1441.0,339.0,1901.54,0.0,320.0,834.4599999999999,65.53
2020-11-22 18:00:00+01:00,1860.0,6356.0,0.0,1551.0,334.0,2105.21,0.0,320.0,851.79,62.41
2020-11-22 19:00:00+01:00,1815.0,6397.0,0.0,1571.5,329.0,1908.44,0.0,320.0,853.9,69.88
2020-11-22 20:00:00+01:00,1765.0,6305.0,25.0,1562.5,324.0,1966.6,0.0,320.0,845.9,58.45
2020-11-22 21:00:00+01:00,1720.0,6058.0,596.0,1574.0,319.0,1890.445,0.0,320.0,794.9,62.41
2020-11-22 22:00:00+01:00,1680.0,5588.5,926.0,1573.0,319.0,1912.6,0.0,300.0,787.9,50.8
