Date,Mandatory_Hydro,Renewables,System Load,imports,export
2020-11-01 00:00:00+01:00,0.0,500.0,3924.5,866.0,279.0
2020-11-01 01:00:00+01:00,0.0,570.0,3772.0,870.5,339.0
2020-11-01 02:00:00+01:00,0.0,610.0,3699.5,846.5,344.0
2020-11-01 03:00:00+01:00,0.0,650.0,3658.0,826.5,349.0
2020-11-01 04:00:00+01:00,0.0,710.0,3699.5,945.0,329.0
2020-11-01 05:00:00+01:00,0.0,760.0,3797.5,1303.5,304.0
2020-11-01 06:00:00+01:00,26.0,1010.0,3943.0,1547.5,279.0
2020-11-01 07:00:00+01:00,61.0,1580.0,4391.5,1491.5,279.0
2020-11-01 08:00:00+01:00,65.0,2135.0,4896.0,1400.0,279.0
2020-11-01 09:00:00+01:00,105.0,2560.0,5268.0,1434.5,279.0
2020-11-01 10:00:00+01:00,55.0,2740.0,5499.0,1397.0,279.0
2020-11-01 11:00:00+01:00,60.0,2715.0,5576.5,1313.5,279.0
2020-11-01 12:00:00+01:00,95.0,2510.0,5482.0,1268.0,279.0
2020-11-01 13:00:00+01:00,106.0,2160.0,5113.0,1263.5,279.0
2020-11-01 14:00:00+01:00,61.0,1670.0,4858.0,1257.0,279.0
2020-11-01 15:00:00+01:00,35.0,1015.0,4694.0,1277.5,279.0
2020-11-01 16:00:00+01:00,35.0,660.0,4868.5,1406.5,279.0
2020-11-01 17:00:00+01:00,55.0,600.0,5313.0,1542.0,279.0
2020-11-01 18:00:00+01:00,161.0,575.0,5394.0,1620.0,279.0
2020-11-01 19:00:00+01:00,196.0,540.0,5383.5,1653.5,279.0
2020-11-01 20:00:00+01:00,426.0,495.0,5138.5,1690.5,279.0
2020-11-01 21:00:00+01:00,420.0,485.0,4710.5,1693.5,279.0
2020-11-01 22:00:00+01:00,149.0,455.0,4332.0,1720.5,279.0
2020-11-01 23:00:00+01:00,76.0,430.0,3909.5,1455.0,279.0
2020-11-02 00:00:00+01:00,0.0,395.0,3810.0,863.0,279.0
2020-11-02 01:00:00+01:00,0.0,395.0,3695.0,865.5,339.0
2020-11-02 02:00:00+01:00,0.0,385.0,3622.5,838.5,339.0
2020-11-02 03:00:00+01:00,0.0,385.0,3612.0,814.5,339.0
2020-11-02 04:00:00+01:00,0.0,385.0,3726.0,934.0,319.0
2020-11-02 05:00:00+01:00,0.0,365.0,4051.5,1297.0,299.0
2020-11-02 06:00:00+01:00,26.0,470.0,4606.0,1538.5,279.0
2020-11-02 07:00:00+01:00,61.0,915.0,4983.5,1474.5,279.0
2020-11-02 08:00:00+01:00,103.0,1390.0,5281.5,1372.5,279.0
2020-11-02 09:00:00+01:00,143.0,1705.0,5417.5,1397.0,279.0
2020-11-02 10:00:00+01:00,93.0,1855.0,5529.0,1357.0,279.0
2020-11-02 11:00:00+01:00,98.0,1870.0,5587.0,1281.0,279.0
2020-11-02 12:00:00+01:00,133.0,1745.0,5581.0,1243.0,279.0
2020-11-02 13:00:00+01:00,144.0,1535.0,5331.0,1244.5,279.0
2020-11-02 14:00:00+01:00,86.0,1155.0,5164.5,1245.0,279.0
2020-11-02 15:00:00+01:00,35.0,655.0,5026.5,1271.0,279.0
2020-11-02 16:00:00+01:00,35.0,380.0,5231.5,1401.5,279.0
2020-11-02 17:00:00+01:00,37.0,360.0,5478.5,1540.5,279.0
2020-11-02 18:00:00+01:00,130.0,360.0,5764.5,1623.5,279.0
2020-11-02 19:00:00+01:00,203.0,360.0,5795.0,1658.0,279.0
2020-11-02 20:00:00+01:00,468.0,350.0,5589.5,1690.5,279.0
2020-11-02 21:00:00+01:00,500.0,340.0,5083.0,1693.0,279.0
2020-11-02 22:00:00+01:00,149.0,340.0,4746.0,1720.5,279.0
2020-11-02 23:00:00+01:00,76.0,335.0,4328.0,1453.5,279.0
2020-11-03 00:00:00+01:00,15.0,315.0,4098.5,861.0,279.0
2020-11-03 01:00:00+01:00,15.0,335.0,3984.5,864.5,339.0
2020-11-03 02:00:00+01:00,15.0,345.0,3933.5,837.0,339.0
2020-11-03 03:00:00+01:00,15.0,355.0,3909.0,815.0,339.0
2020-11-03 04:00:00+01:00,15.0,365.0,4026.0,934.5,309.0
2020-11-03 05:00:00+01:00,15.0,370.0,4377.0,1300.5,294.0
2020-11-03 06:00:00+01:00,41.0,445.0,4901.5,1547.0,279.0
2020-11-03 07:00:00+01:00,46.0,710.0,5291.5,1482.5,279.0
2020-11-03 08:00:00+01:00,50.0,965.0,5532.0,1374.5,279.0
2020-11-03 09:00:00+01:00,90.0,1135.0,5701.0,1395.0,279.0
2020-11-03 10:00:00+01:00,50.0,1235.0,5776.0,1359.5,279.0
2020-11-03 11:00:00+01:00,30.0,1270.0,5852.5,1286.0,279.0
2020-11-03 12:00:00+01:00,55.0,1235.0,5823.0,1246.5,279.0
2020-11-03 13:00:00+01:00,81.0,1115.0,5606.0,1246.5,279.0
2020-11-03 14:00:00+01:00,46.0,865.0,5453.0,1248.0,279.0
2020-11-03 15:00:00+01:00,20.0,555.0,5350.5,1275.0,279.0
2020-11-03 16:00:00+01:00,20.0,385.0,5687.5,1407.0,279.0
2020-11-03 17:00:00+01:00,20.0,375.0,6055.0,1543.0,279.0
2020-11-03 18:00:00+01:00,355.0,385.0,6221.0,1620.0,279.0
2020-11-03 19:00:00+01:00,507.0,405.0,6085.5,1653.5,279.0
2020-11-03 20:00:00+01:00,298.0,425.0,5741.0,1690.0,279.0
2020-11-03 21:00:00+01:00,136.0,460.0,5188.0,1694.0,279.0
2020-11-03 22:00:00+01:00,76.0,500.0,4856.0,1721.0,279.0
2020-11-03 23:00:00+01:00,76.0,525.0,4433.0,1456.5,279.0
2020-11-04 00:00:00+01:00,0.0,500.0,4111.5,866.0,279.0
2020-11-04 01:00:00+01:00,0.0,530.0,3996.5,869.5,349.0
2020-11-04 02:00:00+01:00,0.0,580.0,3934.5,844.0,349.0
2020-11-04 03:00:00+01:00,0.0,590.0,3924.0,822.5,349.0
2020-11-04 04:00:00+01:00,0.0,605.0,4070.5,942.0,319.0
2020-11-04 05:00:00+01:00,26.0,635.0,4455.0,1307.5,299.0
2020-11-04 06:00:00+01:00,41.0,765.0,5048.0,1549.5,279.0
2020-11-04 07:00:00+01:00,83.0,1215.0,5483.0,1484.5,279.0
2020-11-04 08:00:00+01:00,153.0,1710.0,5863.0,1380.5,279.0
2020-11-04 09:00:00+01:00,103.0,2040.0,6057.0,1406.0,279.0
2020-11-04 10:00:00+01:00,84.0,2140.0,6142.0,1367.5,279.0
2020-11-04 11:00:00+01:00,80.0,2110.0,6142.5,1296.0,279.0
2020-11-04 12:00:00+01:00,96.0,1955.0,6048.0,1263.0,279.0
2020-11-04 13:00:00+01:00,61.0,1755.0,5843.0,1265.0,279.0
2020-11-04 14:00:00+01:00,35.0,1410.0,5628.5,1262.0,279.0
2020-11-04 15:00:00+01:00,35.0,985.0,5494.5,1285.0,279.0
2020-11-04 16:00:00+01:00,35.0,780.0,5746.0,1417.5,279.0
2020-11-04 17:00:00+01:00,168.0,850.0,6184.5,1551.0,279.0
2020-11-04 18:00:00+01:00,220.0,930.0,6231.0,1623.5,279.0
2020-11-04 19:00:00+01:00,330.0,990.0,6149.0,1654.5,279.0
2020-11-04 20:00:00+01:00,528.0,1040.0,5801.0,1690.5,279.0
2020-11-04 21:00:00+01:00,186.0,1080.0,5198.0,1693.0,279.0
2020-11-04 22:00:00+01:00,76.0,1100.0,4898.0,1724.0,279.0
2020-11-04 23:00:00+01:00,0.0,1140.0,4485.0,1473.0,279.0
2020-11-05 00:00:00+01:00,0.0,1295.0,4151.0,913.0,279.0
2020-11-05 01:00:00+01:00,0.0,1330.0,4046.0,918.0,359.0
2020-11-05 02:00:00+01:00,0.0,1370.0,3974.0,897.0,359.0
2020-11-05 03:00:00+01:00,0.0,1420.0,3964.0,878.5,359.0
2020-11-05 04:00:00+01:00,0.0,1430.0,4087.0,995.0,359.0
2020-11-05 05:00:00+01:00,26.0,1450.0,4539.5,1347.0,329.0
2020-11-05 06:00:00+01:00,41.0,1555.0,5129.5,1590.5,299.0
2020-11-05 07:00:00+01:00,45.0,1830.0,5607.0,1535.5,299.0
2020-11-05 08:00:00+01:00,105.0,2135.0,5988.0,1428.5,299.0
2020-11-05 09:00:00+01:00,55.0,2345.0,6103.0,1452.0,299.0
2020-11-05 10:00:00+01:00,35.0,2430.0,6203.0,1415.0,299.0
2020-11-05 11:00:00+01:00,70.0,2455.0,6227.0,1335.0,299.0
2020-11-05 12:00:00+01:00,96.0,2410.0,6147.0,1291.0,299.0
2020-11-05 13:00:00+01:00,61.0,2350.0,5931.0,1304.0,309.0
2020-11-05 14:00:00+01:00,35.0,2150.0,5757.5,1314.0,309.0
2020-11-05 15:00:00+01:00,49.0,1835.0,5662.5,1340.0,314.0
2020-11-05 16:00:00+01:00,63.0,1715.0,5867.0,1468.5,319.0
2020-11-05 17:00:00+01:00,196.0,1760.0,6306.0,1608.0,324.0
2020-11-05 18:00:00+01:00,396.0,1845.0,6457.0,1667.0,334.0
2020-11-05 19:00:00+01:00,520.0,1890.0,6349.0,1669.0,339.0
2020-11-05 20:00:00+01:00,234.0,1945.0,5877.5,1687.5,344.0
2020-11-05 21:00:00+01:00,76.0,2005.0,5330.5,1690.0,349.0
2020-11-05 22:00:00+01:00,76.0,2050.0,4948.5,1723.5,354.0
2020-11-05 23:00:00+01:00,0.0,2140.0,4533.0,1516.0,359.0
2020-11-06 00:00:00+01:00,0.0,2320.0,4116.5,1026.0,359.0
2020-11-06 01:00:00+01:00,0.0,2355.0,4043.0,1034.5,359.0
2020-11-06 02:00:00+01:00,0.0,2380.0,3970.5,1010.0,359.0
2020-11-06 03:00:00+01:00,0.0,2420.0,3945.0,998.0,359.0
2020-11-06 04:00:00+01:00,0.0,2445.0,4076.0,1108.5,359.0
2020-11-06 05:00:00+01:00,26.0,2460.0,4485.5,1424.0,359.0
2020-11-06 06:00:00+01:00,41.0,2560.0,5054.5,1638.5,359.0
2020-11-06 07:00:00+01:00,83.0,2940.0,5476.0,1592.0,359.0
2020-11-06 08:00:00+01:00,144.0,3380.0,5793.0,1512.0,359.0
2020-11-06 09:00:00+01:00,94.0,3675.0,5955.5,1531.5,359.0
2020-11-06 10:00:00+01:00,74.0,3820.0,6004.0,1499.5,359.0
2020-11-06 11:00:00+01:00,74.0,3840.0,6044.0,1433.0,359.0
2020-11-06 12:00:00+01:00,135.0,3755.0,5990.0,1397.0,359.0
2020-11-06 13:00:00+01:00,96.0,3560.0,5785.0,1395.0,359.0
2020-11-06 14:00:00+01:00,51.0,3180.0,5644.5,1391.5,359.0
2020-11-06 15:00:00+01:00,67.0,2670.0,5545.0,1413.0,359.0
2020-11-06 16:00:00+01:00,67.0,2405.0,5791.0,1527.5,359.0
2020-11-06 17:00:00+01:00,335.0,2390.0,6247.5,1647.5,359.0
2020-11-06 18:00:00+01:00,663.0,2400.0,6305.0,1686.5,359.0
2020-11-06 19:00:00+01:00,350.0,2425.0,6202.5,1675.0,359.0
2020-11-06 20:00:00+01:00,120.0,2440.0,5801.5,1688.0,359.0
2020-11-06 21:00:00+01:00,76.0,2430.0,5260.5,1687.5,359.0
2020-11-06 22:00:00+01:00,76.0,2430.0,4949.5,1723.0,359.0
2020-11-06 23:00:00+01:00,0.0,2440.0,4528.0,1529.0,359.0
2020-11-07 00:00:00+01:00,0.0,2490.0,4023.5,1001.0,304.0
2020-11-07 01:00:00+01:00,0.0,2490.0,3899.5,1006.5,339.0
2020-11-07 02:00:00+01:00,0.0,2490.0,3813.5,979.0,339.0
2020-11-07 03:00:00+01:00,0.0,2500.0,3778.0,966.5,339.0
2020-11-07 04:00:00+01:00,0.0,2500.0,3836.5,1066.0,339.0
2020-11-07 05:00:00+01:00,26.0,2500.0,4063.5,1345.5,329.0
2020-11-07 06:00:00+01:00,61.0,2595.0,4300.5,1544.5,334.0
2020-11-07 07:00:00+01:00,79.0,3015.0,4741.0,1513.0,339.0
2020-11-07 08:00:00+01:00,133.0,3520.0,5146.0,1450.5,339.0
2020-11-07 09:00:00+01:00,83.0,3885.0,5384.5,1464.5,339.0
2020-11-07 10:00:00+01:00,63.0,4055.0,5540.0,1432.0,339.0
2020-11-07 11:00:00+01:00,63.0,4090.0,5654.5,1366.0,339.0
2020-11-07 12:00:00+01:00,96.0,3985.0,5667.0,1336.5,339.0
2020-11-07 13:00:00+01:00,96.0,3730.0,5441.0,1337.0,339.0
2020-11-07 14:00:00+01:00,35.0,3265.0,5239.5,1326.5,339.0
2020-11-07 15:00:00+01:00,35.0,2655.0,5173.0,1358.0,324.0
2020-11-07 16:00:00+01:00,35.0,2350.0,5459.5,1464.0,339.0
2020-11-07 17:00:00+01:00,328.0,2365.0,5941.0,1554.5,339.0
2020-11-07 18:00:00+01:00,294.0,2370.0,6131.0,1569.0,339.0
2020-11-07 19:00:00+01:00,110.0,2360.0,5950.5,1563.5,339.0
2020-11-07 20:00:00+01:00,138.0,2350.0,5630.5,1574.0,339.0
2020-11-07 21:00:00+01:00,111.0,2345.0,5185.0,1574.0,339.0
2020-11-07 22:00:00+01:00,111.0,2325.0,4802.0,1606.0,316.5
2020-11-07 23:00:00+01:00,0.0,2310.0,4379.0,1425.0,339.0
2020-11-09 00:00:00+01:00,0.0,1725.0,3865.5,898.0,319.0
2020-11-09 01:00:00+01:00,0.0,1710.0,3792.5,904.0,339.0
2020-11-09 02:00:00+01:00,0.0,1710.0,3709.5,872.0,339.0
2020-11-09 03:00:00+01:00,0.0,1700.0,3694.0,852.0,339.0
2020-11-09 04:00:00+01:00,0.0,1700.0,3811.5,967.5,339.0
2020-11-09 05:00:00+01:00,26.0,1680.0,4207.5,1300.0,329.0
2020-11-09 06:00:00+01:00,26.0,1735.0,4724.0,1513.5,309.0
2020-11-09 07:00:00+01:00,103.0,2105.0,5173.0,1445.5,309.0
2020-11-09 08:00:00+01:00,143.0,2570.0,5570.5,1351.5,304.0
2020-11-09 09:00:00+01:00,107.0,2840.0,5743.0,1370.0,299.0
2020-11-09 10:00:00+01:00,87.0,2910.0,5862.5,1324.0,294.0
2020-11-09 11:00:00+01:00,87.0,2875.0,5801.0,1249.5,289.0
2020-11-09 12:00:00+01:00,148.0,2750.0,5762.5,1221.0,289.0
2020-11-09 13:00:00+01:00,118.0,2530.0,5573.5,1231.0,289.0
2020-11-09 14:00:00+01:00,35.0,2160.0,5419.5,1224.0,289.0
2020-11-09 15:00:00+01:00,35.0,1670.0,5320.0,1268.0,289.0
2020-11-09 16:00:00+01:00,35.0,1480.0,5617.5,1412.5,294.0
2020-11-09 17:00:00+01:00,265.0,1555.0,5984.0,1544.0,304.0
2020-11-09 18:00:00+01:00,358.0,1615.0,6015.0,1574.0,309.0
2020-11-09 19:00:00+01:00,374.0,1650.0,5944.5,1562.5,309.0
2020-11-09 20:00:00+01:00,228.0,1695.0,5613.0,1574.0,319.0
2020-11-09 21:00:00+01:00,111.0,1725.0,5146.5,1573.5,319.0
2020-11-09 22:00:00+01:00,111.0,1785.0,4862.0,1609.5,329.0
2020-11-09 23:00:00+01:00,0.0,1845.0,4444.0,1411.5,329.0
2020-11-10 00:00:00+01:00,0.0,1860.0,4071.5,916.5,339.0
2020-11-10 01:00:00+01:00,0.0,1900.0,3940.5,927.0,339.0
2020-11-10 02:00:00+01:00,0.0,1940.0,3873.5,901.5,339.0
2020-11-10 03:00:00+01:00,0.0,1970.0,3843.0,890.0,339.0
2020-11-10 04:00:00+01:00,0.0,2010.0,4007.5,1003.5,339.0
2020-11-10 05:00:00+01:00,26.0,2030.0,4404.5,1320.0,339.0
2020-11-10 06:00:00+01:00,26.0,2145.0,4962.0,1531.5,339.0
2020-11-10 07:00:00+01:00,65.0,2555.0,5353.0,1483.0,339.0
2020-11-10 08:00:00+01:00,105.0,3050.0,5656.0,1406.0,339.0
2020-11-10 09:00:00+01:00,69.0,3380.0,5761.0,1426.5,339.0
2020-11-10 10:00:00+01:00,49.0,3530.0,5834.0,1398.0,339.0
2020-11-10 11:00:00+01:00,49.0,3560.0,5879.5,1335.0,339.0
2020-11-10 12:00:00+01:00,75.0,3475.0,5805.0,1302.0,339.0
2020-11-10 13:00:00+01:00,61.0,3270.0,5590.0,1302.5,339.0
2020-11-10 14:00:00+01:00,35.0,2900.0,5462.0,1299.0,339.0
2020-11-10 15:00:00+01:00,35.0,2425.0,5362.5,1341.5,339.0
2020-11-10 16:00:00+01:00,35.0,2210.0,5653.0,1457.0,339.0
2020-11-10 17:00:00+01:00,546.0,2210.0,6070.5,1554.5,339.0
2020-11-10 18:00:00+01:00,399.0,2210.0,6107.0,1569.5,339.0
2020-11-10 19:00:00+01:00,204.0,2210.0,6020.5,1563.0,339.0
2020-11-10 20:00:00+01:00,46.0,2210.0,5639.5,1574.0,339.0
2020-11-10 21:00:00+01:00,96.0,2200.0,5113.0,1573.5,339.0
2020-11-10 22:00:00+01:00,76.0,2200.0,4803.0,1606.5,339.0
2020-11-10 23:00:00+01:00,0.0,2210.0,4385.0,1422.0,339.0
2020-11-11 00:00:00+01:00,0.0,2330.0,4116.0,978.5,339.0
2020-11-11 01:00:00+01:00,0.0,2330.0,4036.5,983.5,339.0
2020-11-11 02:00:00+01:00,0.0,2330.0,3949.5,955.0,339.0
2020-11-11 03:00:00+01:00,0.0,2325.0,3924.0,941.5,339.0
2020-11-11 04:00:00+01:00,0.0,2340.0,4036.5,1045.0,339.0
2020-11-11 05:00:00+01:00,26.0,2325.0,4453.5,1337.5,339.0
2020-11-11 06:00:00+01:00,26.0,2410.0,5038.0,1541.5,339.0
2020-11-11 07:00:00+01:00,68.0,2750.0,5463.0,1503.5,339.0
2020-11-11 08:00:00+01:00,108.0,3180.0,5793.0,1432.0,339.0
2020-11-11 09:00:00+01:00,72.0,3465.0,5939.5,1442.5,339.0
2020-11-11 10:00:00+01:00,51.0,3550.0,5998.0,1410.0,339.0
2020-11-11 11:00:00+01:00,14.0,3530.0,6013.5,1341.5,339.0
2020-11-11 12:00:00+01:00,75.0,3395.0,5934.0,1302.5,339.0
2020-11-11 13:00:00+01:00,61.0,3180.0,5734.0,1299.5,339.0
2020-11-11 14:00:00+01:00,0.0,2805.0,5624.0,1294.0,339.0
2020-11-11 15:00:00+01:00,0.0,2345.0,5560.5,1336.5,339.0
2020-11-11 16:00:00+01:00,0.0,2125.0,5872.0,1454.5,339.0
2020-11-11 17:00:00+01:00,572.0,2100.0,6292.5,1554.0,339.0
2020-11-11 18:00:00+01:00,302.0,2070.0,6273.0,1569.5,339.0
2020-11-11 19:00:00+01:00,303.0,2030.0,6159.5,1563.0,339.0
2020-11-11 20:00:00+01:00,148.0,1980.0,5751.5,1574.0,339.0
2020-11-11 21:00:00+01:00,136.0,1930.0,5128.0,1573.5,339.0
2020-11-11 22:00:00+01:00,136.0,1890.0,4837.0,1610.0,339.0
2020-11-11 23:00:00+01:00,0.0,1870.0,4418.5,1411.0,339.0
2020-11-12 00:00:00+01:00,0.0,1735.0,4097.0,901.5,324.0
2020-11-12 01:00:00+01:00,0.0,1700.0,3997.5,903.5,339.0
2020-11-12 02:00:00+01:00,0.0,1670.0,3924.5,868.5,339.0
2020-11-12 03:00:00+01:00,0.0,1630.0,3914.0,845.5,339.0
2020-11-12 04:00:00+01:00,0.0,1590.0,4038.0,958.0,339.0
2020-11-12 05:00:00+01:00,26.0,1535.0,4439.5,1293.0,319.0
2020-11-12 06:00:00+01:00,26.0,1560.0,4978.5,1511.5,299.0
2020-11-12 07:00:00+01:00,65.0,1865.0,5490.0,1441.5,289.0
2020-11-12 08:00:00+01:00,105.0,2275.0,5868.5,1342.5,289.0
2020-11-12 09:00:00+01:00,55.0,2530.0,6025.5,1356.0,284.0
2020-11-12 10:00:00+01:00,35.0,2585.0,6135.0,1320.0,279.0
2020-11-12 11:00:00+01:00,35.0,2520.0,6165.5,1246.5,279.0
2020-11-12 12:00:00+01:00,96.0,2355.0,6086.0,1205.0,279.0
2020-11-12 13:00:00+01:00,96.0,2085.0,5876.0,1201.0,279.0
2020-11-12 14:00:00+01:00,35.0,1660.0,5750.0,1196.5,279.0
2020-11-12 15:00:00+01:00,65.0,1125.0,5591.5,1239.0,279.0
2020-11-12 16:00:00+01:00,65.0,850.0,5838.0,1391.0,279.0
2020-11-12 17:00:00+01:00,149.0,810.0,6243.0,1533.5,279.0
2020-11-12 18:00:00+01:00,346.0,760.0,6233.0,1570.5,279.0
2020-11-12 19:00:00+01:00,468.0,710.0,6119.5,1559.5,279.0
2020-11-12 20:00:00+01:00,194.0,650.0,5721.5,1574.0,279.0
2020-11-12 21:00:00+01:00,176.0,585.0,5153.0,1573.5,279.0
2020-11-12 22:00:00+01:00,76.0,540.0,4858.0,1617.0,279.0
2020-11-12 23:00:00+01:00,0.0,510.0,4439.5,1382.5,279.0
2020-11-13 00:00:00+01:00,0.0,435.0,4217.0,800.0,279.0
2020-11-13 01:00:00+01:00,0.0,415.0,4155.5,805.0,339.0
2020-11-13 02:00:00+01:00,0.0,395.0,4079.5,773.0,339.0
2020-11-13 03:00:00+01:00,0.0,375.0,4028.0,751.5,339.0
2020-11-13 04:00:00+01:00,0.0,375.0,4153.5,878.5,319.0
2020-11-13 05:00:00+01:00,26.0,365.0,4538.0,1241.5,299.0
2020-11-13 06:00:00+01:00,41.0,460.0,5060.5,1476.0,279.0
2020-11-13 07:00:00+01:00,103.0,835.0,5516.0,1401.0,279.0
2020-11-13 08:00:00+01:00,143.0,1320.0,5879.0,1296.0,279.0
2020-11-13 09:00:00+01:00,94.0,1680.0,6041.0,1318.5,279.0
2020-11-13 10:00:00+01:00,74.0,1820.0,6090.0,1276.5,279.0
2020-11-13 11:00:00+01:00,73.0,1810.0,6080.5,1203.5,279.0
2020-11-13 12:00:00+01:00,134.0,1695.0,6018.5,1176.5,279.0
2020-11-13 13:00:00+01:00,96.0,1460.0,5815.5,1186.5,279.0
2020-11-13 14:00:00+01:00,35.0,1050.0,5659.5,1178.0,279.0
2020-11-13 15:00:00+01:00,51.0,555.0,5588.0,1221.0,279.0
2020-11-13 16:00:00+01:00,123.0,360.0,5863.5,1377.5,279.0
2020-11-13 17:00:00+01:00,358.0,360.0,6273.0,1525.0,279.0
2020-11-13 18:00:00+01:00,452.0,345.0,6258.0,1566.5,279.0
2020-11-13 19:00:00+01:00,426.0,330.0,6146.5,1558.5,279.0
2020-11-13 20:00:00+01:00,42.0,330.0,5782.5,1574.0,279.0
2020-11-13 21:00:00+01:00,76.0,330.0,5200.0,1573.5,279.0
2020-11-13 22:00:00+01:00,76.0,320.0,4909.0,1617.5,279.0
2020-11-13 23:00:00+01:00,0.0,320.0,4488.5,1380.5,279.0
2020-11-14 00:00:00+01:00,0.0,265.0,4302.0,795.5,279.0
2020-11-14 01:00:00+01:00,0.0,290.0,4222.5,803.5,339.0
2020-11-14 02:00:00+01:00,0.0,320.0,4100.5,771.0,339.0
2020-11-14 03:00:00+01:00,0.0,370.0,4076.5,744.5,339.0
2020-11-14 04:00:00+01:00,20.0,400.0,4017.0,867.5,339.0
2020-11-14 05:00:00+01:00,61.0,430.0,4253.0,1233.0,299.0
2020-11-14 06:00:00+01:00,61.0,545.0,4431.5,1475.0,279.0
2020-11-14 07:00:00+01:00,110.0,975.0,4883.0,1400.5,279.0
2020-11-14 08:00:00+01:00,150.0,1540.0,5366.5,1298.0,279.0
2020-11-14 09:00:00+01:00,163.0,1980.0,5664.5,1326.5,279.0
2020-11-14 10:00:00+01:00,210.0,2170.0,5819.5,1294.5,279.0
2020-11-14 11:00:00+01:00,180.0,2205.0,5936.5,1222.5,279.0
2020-11-14 12:00:00+01:00,91.0,2105.0,5904.0,1186.5,279.0
2020-11-14 13:00:00+01:00,61.0,1860.0,5638.0,1191.0,279.0
2020-11-14 14:00:00+01:00,35.0,1410.0,5491.5,1184.5,279.0
2020-11-14 15:00:00+01:00,35.0,890.0,5506.0,1226.5,279.0
2020-11-14 16:00:00+01:00,49.0,675.0,5757.5,1385.0,279.0
2020-11-14 17:00:00+01:00,133.0,700.0,6222.5,1533.0,279.0
2020-11-14 18:00:00+01:00,258.0,695.0,6253.0,1571.5,279.0
2020-11-14 19:00:00+01:00,246.0,670.0,6160.5,1559.5,279.0
2020-11-14 20:00:00+01:00,171.0,675.0,5751.5,1574.0,279.0
2020-11-14 21:00:00+01:00,111.0,655.0,5225.0,1573.5,279.0
2020-11-14 22:00:00+01:00,70.0,640.0,4884.0,1617.0,279.0
2020-11-14 23:00:00+01:00,0.0,660.0,4458.0,1385.0,279.0
2020-11-15 00:00:00+01:00,0.0,610.0,4031.5,806.5,279.0
2020-11-15 01:00:00+01:00,0.0,610.0,3932.0,812.0,339.0
2020-11-15 02:00:00+01:00,0.0,610.0,3796.5,781.0,339.0
2020-11-15 03:00:00+01:00,0.0,610.0,3738.0,758.5,339.0
2020-11-15 04:00:00+01:00,0.0,595.0,3768.5,883.5,319.0
2020-11-15 05:00:00+01:00,26.0,580.0,3880.0,1239.5,299.0
2020-11-15 06:00:00+01:00,26.0,640.0,4002.0,1467.5,279.0
2020-11-15 07:00:00+01:00,30.0,1015.0,4294.5,1395.0,279.0
2020-11-15 08:00:00+01:00,70.0,1520.0,4688.0,1301.0,279.0
2020-11-15 09:00:00+01:00,36.0,1865.0,5064.5,1332.0,279.0
2020-11-15 10:00:00+01:00,30.0,1995.0,5343.0,1294.0,279.0
2020-11-15 11:00:00+01:00,30.0,2010.0,5465.5,1215.5,279.0
2020-11-15 12:00:00+01:00,91.0,1880.0,5386.0,1175.0,279.0
2020-11-15 13:00:00+01:00,61.0,1630.0,5013.0,1177.0,279.0
2020-11-15 14:00:00+01:00,0.0,1180.0,4842.5,1172.5,279.0
2020-11-15 15:00:00+01:00,0.0,685.0,4786.0,1215.0,279.0
2020-11-15 16:00:00+01:00,173.0,480.0,5084.5,1375.0,279.0
2020-11-15 17:00:00+01:00,480.0,470.0,5566.5,1527.0,279.0
2020-11-15 18:00:00+01:00,527.0,440.0,5790.0,1569.5,279.0
2020-11-15 19:00:00+01:00,508.0,420.0,5749.5,1559.0,279.0
2020-11-15 20:00:00+01:00,71.0,390.0,5503.5,1573.5,279.0
2020-11-15 21:00:00+01:00,76.0,390.0,5089.0,1573.5,279.0
2020-11-15 22:00:00+01:00,50.0,390.0,4701.0,1617.0,279.0
2020-11-15 23:00:00+01:00,0.0,390.0,4278.0,1381.5,279.0
2020-11-16 00:00:00+01:00,0.0,340.0,3966.5,797.0,279.0
2020-11-16 01:00:00+01:00,0.0,340.0,3864.0,803.0,339.0
2020-11-16 02:00:00+01:00,0.0,335.0,3778.0,771.5,339.0
2020-11-16 03:00:00+01:00,0.0,335.0,3768.0,749.0,339.0
2020-11-16 04:00:00+01:00,0.0,325.0,3882.5,876.0,309.0
2020-11-16 05:00:00+01:00,26.0,320.0,4307.5,1238.5,294.0
2020-11-16 06:00:00+01:00,73.0,395.0,4933.0,1470.0,279.0
2020-11-16 07:00:00+01:00,123.0,770.0,5338.0,1395.5,279.0
2020-11-16 08:00:00+01:00,143.0,1300.0,5611.0,1293.5,279.0
2020-11-16 09:00:00+01:00,109.0,1690.0,5718.0,1318.0,279.0
2020-11-16 10:00:00+01:00,89.0,1850.0,5773.0,1280.0,279.0
2020-11-16 11:00:00+01:00,89.0,1885.0,5813.0,1210.5,279.0
2020-11-16 12:00:00+01:00,150.0,1775.0,5798.0,1179.5,279.0
2020-11-16 13:00:00+01:00,118.0,1530.0,5602.5,1183.0,279.0
2020-11-16 14:00:00+01:00,35.0,1075.0,5537.5,1177.0,279.0
2020-11-16 15:00:00+01:00,35.0,535.0,5446.0,1218.0,279.0
2020-11-16 16:00:00+01:00,35.0,310.0,5737.5,1377.5,279.0
2020-11-16 17:00:00+01:00,118.0,310.0,6132.5,1528.5,279.0
